id,nni,first_name,last_name,full_name,gender,birth_date,ethnicity,phone,email,wilaya_id,wilaya_name,moughataa_id,moughataa_name,profile_type,kyc_level,status,device_type,registration_date,last_login,created_at,updated_at
3072,6505018982,Hapsatou,Sarr,Hapsatou Sarr,F,1965-05-22,PEUL,+22248405026,,5,Trarza,11,,ACTIVE,,ACTIVE,ANDROID,2022-08-10,2024-11-26T19:40:12.803Z,2022-08-10T22:28:37.838Z,2024-11-26T19:40:12.803Z
3073,7603618225,Sakouba,Koita,Sakouba Koita,M,1976-08-02,PEUL,+22222492613,,3,Nouakchott-Sud,8,,STANDARD,,ACTIVE,WEB,2023-09-29,2023-12-08T13:18:22.628Z,2023-09-29T08:23:41.117Z,2023-12-08T13:18:22.628Z
3074,6105584919,El Mokhtar,Sarr,El Mokhtar Sarr,M,1961-10-27,WOLOF,+22244430590,,5,Trarza,12,,OCCASIONAL,,ACTIVE,IOS,2024-02-06,2024-11-05T02:00:34.491Z,2024-02-06T08:06:14.520Z,2024-11-05T02:00:34.491Z
3075,7502961606,Rokaya,Mint Bouha,Rokaya Mint Bouha,F,1975-03-21,MAURE,+22232579742,,2,Nouakchott-Ouest,4,,PREMIUM,,ACTIVE,WEB,2022-03-20,2024-06-09T14:14:33.075Z,2022-03-20T23:11:35.781Z,2024-06-09T14:14:33.075Z
3076,6101533672,Hapsatou,Thiaw,Hapsatou Thiaw,F,1961-03-18,PEUL,+22234154044,hapsatou.thiaw150@hotmail.fr,1,Nouakchott-Nord,2,,OCCASIONAL,,ACTIVE,IOS,2022-12-29,2023-04-01T07:59:27.948Z,2022-12-29T16:13:16.269Z,2023-04-01T07:59:27.948Z
3077,7702141226,Siaka,Sy,Siaka Sy,M,1977-10-03,PEUL,+22246631047,,2,Nouakchott-Ouest,4,,STANDARD,,ACTIVE,ANDROID,2024-12-03,2024-12-06T21:29:11.246Z,2024-12-03T02:57:20.621Z,2024-12-06T21:29:11.246Z
3078,7003275262,Mariam,Mint Vall,Mariam Mint Vall,F,1970-07-06,MAURE,+22223165932,mariam.mintvall178@hotmail.fr,3,Nouakchott-Sud,8,,STANDARD,,SUSPENDED,ANDROID,2022-11-05,2024-05-21T02:28:45.084Z,2022-11-05T18:15:58.397Z,2024-05-21T02:28:45.084Z
3079,7001877662,Khady,Kane,Khady Kane,F,1970-12-24,SONINKE,+22222238768,,1,Nouakchott-Nord,3,,ACTIVE,,ACTIVE,ANDROID,2024-10-19,2024-12-09T02:03:46.838Z,2024-10-19T05:59:21.425Z,2024-12-09T02:03:46.838Z
3080,8603071926,Vall,Ould Vall,Vall Ould Vall,M,1986-04-23,MAURE,+22233293208,vall.ouldvall46@outlook.com,3,Nouakchott-Sud,7,,ACTIVE,,ACTIVE,ANDROID,2022-01-20,2023-10-25T13:40:13.158Z,2022-01-20T11:55:29.876Z,2023-10-25T13:40:13.158Z
3081,8901994145,Fatou,Baldé,Fatou Baldé,F,1989-06-17,WOLOF,+22245144256,fatou.baldé490@outlook.com,1,Nouakchott-Nord,3,,OCCASIONAL,,ACTIVE,ANDROID,2022-10-28,2023-09-18T04:10:02.424Z,2022-10-28T19:57:47.026Z,2023-09-18T04:10:02.424Z
3082,8501523655,Abdellahi,Ould Abdel Kader,Abdellahi Ould Abdel Kader,M,1985-09-19,MAURE,+22222396566,abdellahi.ouldabdelkader812@yahoo.fr,1,Nouakchott-Nord,2,,STANDARD,,PENDING_KYC,WEB,2023-10-09,2024-07-08T03:17:03.405Z,2023-10-09T19:04:58.878Z,2024-07-08T03:17:03.405Z
3083,7115409715,Aïssata,Sissoko,Aïssata Sissoko,F,1971-02-15,PEUL,+22236177616,,15,Tiris Zemmour,53,,OCCASIONAL,,ACTIVE,ANDROID,2024-03-29,2024-12-30T21:06:53.036Z,2024-03-29T06:00:42.186Z,2024-12-30T21:06:53.036Z
3084,0301702339,Diakaridia,Bah,Diakaridia Bah,M,2003-10-19,WOLOF,+22222339686,diakaridia.bah109@outlook.com,1,Nouakchott-Nord,1,,OCCASIONAL,,ACTIVE,ANDROID,2023-08-31,2024-01-02T00:52:07.659Z,2023-08-31T08:44:13.790Z,2024-01-02T00:52:07.659Z
3085,0515190472,Saadbouh,Ould Tourad,Saadbouh Ould Tourad,M,2005-12-04,MAURE,+22224892103,saadbouh.ouldtourad684@gmail.com,15,Tiris Zemmour,54,,OCCASIONAL,,ACTIVE,IOS,2023-03-19,2024-08-12T03:24:35.987Z,2023-03-19T05:56:06.287Z,2024-08-12T03:24:35.987Z
3086,0001691614,Fanta,Wane,Fanta Wane,F,2000-12-10,WOLOF,+22234761892,,1,Nouakchott-Nord,1,,ACTIVE,,ACTIVE,USSD,2023-12-14,2024-08-23T03:42:43.816Z,2023-12-14T11:28:04.751Z,2024-08-23T03:42:43.816Z
3087,8404338190,Massamba,Thiam,Massamba Thiam,M,1984-09-12,PEUL,+22236312728,,4,Dakhlet Nouadhibou,10,,OCCASIONAL,,PENDING_KYC,ANDROID,2024-06-26,2024-11-03T06:26:57.328Z,2024-06-26T09:08:28.490Z,2024-11-03T06:26:57.328Z
3088,0404266259,Oumou,Baldé,Oumou Baldé,F,2004-10-19,PEUL,+22249404306,,4,Dakhlet Nouadhibou,10,,ACTIVE,,ACTIVE,USSD,2022-11-05,2024-12-17T01:36:28.321Z,2022-11-05T07:03:36.446Z,2024-12-17T01:36:28.321Z
3089,6701100500,Serigne,Camara,Serigne Camara,M,1967-03-24,PEUL,+22246034829,serigne.camara409@yahoo.fr,1,Nouakchott-Nord,1,,STANDARD,,ACTIVE,ANDROID,2022-11-20,2022-11-20T13:51:28.642Z,2022-11-20T13:40:45.058Z,2022-11-20T13:51:28.642Z
3090,7304560858,Naha,Dia,Naha Dia,F,1973-05-28,PEUL,+22222111897,,4,Dakhlet Nouadhibou,10,,ACTIVE,,ACTIVE,IOS,2024-03-06,2024-07-22T17:21:38.646Z,2024-03-06T10:59:43.720Z,2024-07-22T17:21:38.646Z
3091,7003668369,Mohamed Lemine,Thiam,Mohamed Lemine Thiam,M,1970-12-08,PEUL,+22222091830,,3,Nouakchott-Sud,7,,STANDARD,,PENDING_KYC,USSD,2024-08-20,2024-08-29T03:18:36.632Z,2024-08-20T14:57:02.616Z,2024-08-29T03:18:36.632Z
3092,9801616810,Abdel Aziz,Ndiaye,Abdel Aziz Ndiaye,M,1998-12-26,PEUL,+22234336901,,1,Nouakchott-Nord,3,,STANDARD,,ACTIVE,ANDROID,2022-07-10,2023-09-27T19:31:26.900Z,2022-07-10T00:44:04.142Z,2023-09-27T19:31:26.900Z
3093,0301053989,Hawa,Mint Hamadi,Hawa Mint Hamadi,F,2003-04-12,MAURE,+22223407032,hawa.minthamadi245@outlook.com,1,Nouakchott-Nord,2,,ACTIVE,,ACTIVE,USSD,2024-08-22,2024-12-18T09:52:24.604Z,2024-08-22T14:18:45.725Z,2024-12-18T09:52:24.604Z
3094,9203892395,Hamoud,Ould Habiboullah,Hamoud Ould Habiboullah,M,1992-02-08,MAURE,+22224040618,hamoud.ouldhabiboullah795@gmail.com,3,Nouakchott-Sud,8,,STANDARD,,ACTIVE,IOS,2024-03-15,2024-04-01T02:53:05.759Z,2024-03-15T02:02:25.539Z,2024-04-01T02:53:05.759Z
3095,6701598815,Minetou,Bâ,Minetou Bâ,F,1967-10-12,WOLOF,+22248069613,,1,Nouakchott-Nord,1,,ACTIVE,,ACTIVE,IOS,2024-08-15,2024-09-12T20:31:31.185Z,2024-08-15T05:52:42.734Z,2024-09-12T20:31:31.185Z
3096,8109095608,Bocar,Dramé,Bocar Dramé,M,1981-02-04,PEUL,+22243332575,,9,Assaba,31,,STANDARD,,ACTIVE,ANDROID,2022-04-17,2024-07-19T03:32:04.475Z,2022-04-17T00:49:49.868Z,2024-07-19T03:32:04.475Z
3097,9015904020,Mokhtar,Faye,Mokhtar Faye,M,1990-03-04,WOLOF,+22223819602,mokhtar.faye451@hotmail.fr,15,Tiris Zemmour,54,,ACTIVE,,ACTIVE,ANDROID,2022-07-29,2024-08-12T00:34:41.694Z,2022-07-29T11:53:50.960Z,2024-08-12T00:34:41.694Z
3098,7503796928,Ramatoulaye,Dia,Ramatoulaye Dia,F,1975-02-21,PEUL,+22232531677,ramatoulaye.dia276@hotmail.fr,3,Nouakchott-Sud,8,,DORMANT,,ACTIVE,ANDROID,2024-04-03,2024-09-08T09:18:41.008Z,2024-04-03T01:19:25.603Z,2024-09-08T09:18:41.008Z
3099,9202624577,Aminetou,Mint Lemrabott,Aminetou Mint Lemrabott,F,1992-06-06,MAURE,+22222111679,aminetou.mintlemrabott673@hotmail.fr,2,Nouakchott-Ouest,4,,ACTIVE,,BLOCKED,IOS,2023-04-22,2024-09-15T10:51:55.094Z,2023-04-22T17:14:04.400Z,2024-09-15T10:51:55.094Z
3100,7611511068,Noura,Touré,Noura Touré,F,1976-12-07,PEUL,+22233087207,,11,Hodh El Gharbi,41,,STANDARD,,ACTIVE,ANDROID,2024-07-28,2024-08-02T19:02:48.216Z,2024-07-28T01:51:09.473Z,2024-08-02T19:02:48.216Z
3101,9215053386,Abdellahi,Ould Dah,Abdellahi Ould Dah,M,1992-08-27,MAURE,+22223599077,abdellahi.oulddah350@outlook.com,15,Tiris Zemmour,53,,OCCASIONAL,,ACTIVE,ANDROID,2024-05-18,2024-05-26T09:19:38.278Z,2024-05-18T22:25:20.408Z,2024-05-26T09:19:38.278Z
3102,0401100556,Mansour,Guèye,Mansour Guèye,M,2004-08-05,PEUL,+22222124409,mansour.guèye937@outlook.com,1,Nouakchott-Nord,1,,OCCASIONAL,,PENDING_KYC,ANDROID,2022-03-16,2022-07-06T19:14:37.233Z,2022-03-16T20:52:33.522Z,2022-07-06T19:14:37.233Z
3103,6615353368,Khadija,Mbow,Khadija Mbow,F,1966-12-15,WOLOF,+22223237602,,15,Tiris Zemmour,53,,OCCASIONAL,,ACTIVE,ANDROID,2023-01-14,2023-06-02T22:14:39.459Z,2023-01-14T09:10:06.130Z,2023-06-02T22:14:39.459Z
3104,8304936362,Aziza,Mint Moulaye,Aziza Mint Moulaye,F,1983-09-08,MAURE,+22224716273,aziza.mintmoulaye119@outlook.com,4,Dakhlet Nouadhibou,10,,OCCASIONAL,,PENDING_KYC,ANDROID,2022-09-01,2024-09-27T10:38:29.006Z,2022-09-01T14:36:46.936Z,2024-09-27T10:38:29.006Z
3105,0001856808,Aissata,Mint Limam,Aissata Mint Limam,F,2000-09-12,MAURE,+22244472015,,1,Nouakchott-Nord,2,,STANDARD,,ACTIVE,WEB,2024-01-02,2024-10-12T10:07:43.458Z,2024-01-02T06:54:37.800Z,2024-10-12T10:07:43.458Z
3106,7902930538,Halima,Mint Horma,Halima Mint Horma,F,1979-02-27,MAURE,+22237795784,,2,Nouakchott-Ouest,6,,OCCASIONAL,,ACTIVE,ANDROID,2024-09-23,2024-11-13T18:26:16.052Z,2024-09-23T17:51:04.003Z,2024-11-13T18:26:16.052Z
3107,9508956507,Ahmedou,Dramé,Ahmedou Dramé,M,1995-04-24,PEUL,+22222378397,ahmedou.dramé715@hotmail.fr,8,Guidimaka,28,,DORMANT,,ACTIVE,ANDROID,2022-04-05,2022-08-04T07:04:59.954Z,2022-04-05T14:31:09.198Z,2022-08-04T07:04:59.954Z
3108,8706435430,Boubacar,Cissé,Boubacar Cissé,M,1987-10-28,WOLOF,+22225279358,,6,Brakna,19,,STANDARD,,PENDING_KYC,ANDROID,2024-08-29,2024-09-03T15:07:15.871Z,2024-08-29T02:25:38.619Z,2024-09-03T15:07:15.871Z
3109,8602730691,Néné,Diop,Néné Diop,F,1986-08-11,WOLOF,+22223249400,,2,Nouakchott-Ouest,5,,STANDARD,,ACTIVE,USSD,2022-11-09,2024-03-27T01:13:45.171Z,2022-11-09T20:37:49.829Z,2024-03-27T01:13:45.171Z
3110,8515976405,Ndèye,Sow,Ndèye Sow,F,1985-11-05,PEUL,+22225727518,ndèye.sow677@gmail.com,15,Tiris Zemmour,55,,OCCASIONAL,,ACTIVE,ANDROID,2023-10-08,2023-10-21T12:45:20.020Z,2023-10-08T04:30:16.889Z,2023-10-21T12:45:20.020Z
3111,6902307894,Pathé,Wade,Pathé Wade,M,1969-02-09,SONINKE,+22222558103,pathé.wade449@yahoo.fr,2,Nouakchott-Ouest,4,,STANDARD,,ACTIVE,IOS,2024-01-17,2024-05-23T04:59:25.220Z,2024-01-17T15:01:11.993Z,2024-05-23T04:59:25.220Z
3112,6512414160,El Hacen,Ould Mohamed,El Hacen Ould Mohamed,M,1965-02-14,MAURE,+22232375629,elhacen.ouldmohamed632@outlook.com,12,Adrar,46,,OCCASIONAL,,ACTIVE,ANDROID,2024-10-03,2024-10-24T09:36:18.240Z,2024-10-03T16:27:02.193Z,2024-10-24T09:36:18.240Z
3113,6708488809,Taleb,Cissé,Taleb Cissé,M,1967-11-18,PEUL,+22225038841,taleb.cissé878@outlook.com,8,Guidimaka,28,,PREMIUM,,ACTIVE,ANDROID,2023-10-12,2023-12-29T06:22:39.240Z,2023-10-12T07:48:45.863Z,2023-12-29T06:22:39.240Z
3114,8901968821,Habiba,Diakité,Habiba Diakité,F,1989-08-14,PEUL,+22241830152,habiba.diakité104@yahoo.fr,1,Nouakchott-Nord,1,,STANDARD,,ACTIVE,IOS,2023-12-10,2024-11-04T21:39:40.723Z,2023-12-10T22:29:47.421Z,2024-11-04T21:39:40.723Z
3115,6203191462,Khadijetou,Mint Isselmou,Khadijetou Mint Isselmou,F,1962-07-06,MAURE,+22223687091,,3,Nouakchott-Sud,7,,OCCASIONAL,,ACTIVE,ANDROID,2022-09-14,2023-12-22T15:44:27.770Z,2022-09-14T21:04:27.789Z,2023-12-22T15:44:27.770Z
3116,6304726783,Mohamed Lemine,Ould Horma,Mohamed Lemine Ould Horma,M,1963-04-23,MAURE,+22223260581,,4,Dakhlet Nouadhibou,10,,ACTIVE,,ACTIVE,ANDROID,2022-04-09,2022-04-30T07:18:31.046Z,2022-04-09T20:06:31.488Z,2022-04-30T07:18:31.046Z
3117,6602255893,Aïssata,Anne,Aïssata Anne,F,1966-09-09,WOLOF,+22225843036,aïssata.anne261@outlook.com,2,Nouakchott-Ouest,6,,STANDARD,,ACTIVE,ANDROID,2023-02-25,2024-09-11T04:46:35.033Z,2023-02-25T16:08:05.051Z,2024-09-11T04:46:35.033Z
3118,9901891210,Hawa,Sakho,Hawa Sakho,F,1999-09-15,PEUL,+22225052716,,1,Nouakchott-Nord,2,,PREMIUM,,ACTIVE,IOS,2024-05-18,2024-08-26T14:46:56.737Z,2024-05-18T15:57:44.858Z,2024-08-26T14:46:56.737Z
3119,7907168974,Taleb,Soumaré,Taleb Soumaré,M,1979-01-13,PEUL,+22224253459,taleb.soumaré801@yahoo.fr,7,Gorgol,22,,OCCASIONAL,,BLOCKED,ANDROID,2022-03-07,2023-11-29T03:39:37.394Z,2022-03-07T05:25:12.339Z,2023-11-29T03:39:37.394Z
3120,0403127546,Noura,Mint Tourad,Noura Mint Tourad,F,2004-01-28,MAURE,+22246268371,noura.minttourad825@hotmail.fr,3,Nouakchott-Sud,8,,ACTIVE,,ACTIVE,ANDROID,2024-07-24,2024-08-26T06:12:35.318Z,2024-07-24T07:38:01.238Z,2024-08-26T06:12:35.318Z
3121,0303936161,Hacen,Mbow,Hacen Mbow,M,2003-05-14,PEUL,+22232152850,,3,Nouakchott-Sud,9,,OCCASIONAL,,ACTIVE,ANDROID,2022-12-22,2023-12-18T03:55:10.073Z,2022-12-22T17:23:32.093Z,2023-12-18T03:55:10.073Z
3122,6302164877,Defa,Mint Khatri,Defa Mint Khatri,F,1963-08-04,MAURE,+22225761503,,2,Nouakchott-Ouest,5,,STANDARD,,ACTIVE,ANDROID,2022-06-18,2023-08-15T09:46:18.111Z,2022-06-18T07:55:55.616Z,2023-08-15T09:46:18.111Z
3123,9602527775,Saadbouh,Diakité,Saadbouh Diakité,M,1996-04-05,PEUL,+22223759293,saadbouh.diakité794@hotmail.fr,2,Nouakchott-Ouest,5,,OCCASIONAL,,ACTIVE,ANDROID,2022-11-23,2024-12-30T23:53:00.348Z,2022-11-23T04:27:47.693Z,2024-12-30T23:53:00.348Z
3124,9702175719,Moussa,Barry,Moussa Barry,M,1997-05-24,SONINKE,+22249187237,,2,Nouakchott-Ouest,5,,OCCASIONAL,,ACTIVE,ANDROID,2024-05-09,2024-10-16T20:29:28.250Z,2024-05-09T17:54:45.090Z,2024-10-16T20:29:28.250Z
3125,9002383746,Mariem,Mint Saad,Mariem Mint Saad,F,1990-07-22,MAURE,+22234135839,,2,Nouakchott-Ouest,6,,OCCASIONAL,,ACTIVE,ANDROID,2022-12-20,2024-01-04T14:33:25.038Z,2022-12-20T20:42:00.790Z,2024-01-04T14:33:25.038Z
3126,8902199525,Abeih,Ould Bouha,Abeih Ould Bouha,M,1989-07-18,MAURE,+22234411207,,2,Nouakchott-Ouest,6,,STANDARD,,INACTIVE,API,2024-12-14,2024-12-29T22:02:30.806Z,2024-12-14T22:54:49.542Z,2024-12-29T22:02:30.806Z
3127,0511854701,Yahya,Ould Hamadi,Yahya Ould Hamadi,M,2005-07-01,MAURE,+22234041217,yahya.ouldhamadi51@hotmail.fr,11,Hodh El Gharbi,44,,OCCASIONAL,,ACTIVE,USSD,2024-11-13,2024-11-24T11:05:03.799Z,2024-11-13T09:52:03.997Z,2024-11-24T11:05:03.799Z
3128,7002426629,Massamba,Guèye,Massamba Guèye,M,1970-09-19,PEUL,+22245737863,,2,Nouakchott-Ouest,4,,STANDARD,,ACTIVE,USSD,2024-03-19,2024-08-17T20:59:04.290Z,2024-03-19T23:04:12.203Z,2024-08-17T20:59:04.290Z
3129,9302874384,Gaoussou,Fofana,Gaoussou Fofana,M,1993-04-13,WOLOF,+22235590564,gaoussou.fofana757@gmail.com,2,Nouakchott-Ouest,4,,ACTIVE,,ACTIVE,ANDROID,2023-01-17,2024-07-06T18:57:53.247Z,2023-01-17T13:34:17.713Z,2024-07-06T18:57:53.247Z
3130,8205924527,Tamba,Sène,Tamba Sène,M,1982-03-07,PEUL,+22223639045,tamba.sène662@yahoo.fr,5,Trarza,16,,STANDARD,,ACTIVE,USSD,2022-08-18,2022-11-24T01:47:16.001Z,2022-08-18T03:01:47.198Z,2022-11-24T01:47:16.001Z
3131,7307373235,Awa,Cissé,Awa Cissé,F,1973-03-24,SONINKE,+22247399982,awa.cissé312@gmail.com,7,Gorgol,26,,STANDARD,,ACTIVE,IOS,2024-10-03,2024-12-02T21:31:57.773Z,2024-10-03T10:18:11.638Z,2024-12-02T21:31:57.773Z
3132,8110513177,Mamadou,Thiam,Mamadou Thiam,M,1981-01-15,PEUL,+22247945839,,10,Hodh Ech Chargui,36,,DORMANT,,INACTIVE,USSD,2024-09-17,2024-12-01T17:02:55.359Z,2024-09-17T11:46:01.552Z,2024-12-01T17:02:55.359Z
3133,9502187811,Bilal,Kane,Bilal Kane,M,1995-01-17,PEUL,+22225004467,bilal.kane758@outlook.com,2,Nouakchott-Ouest,4,,STANDARD,,SUSPENDED,USSD,2024-11-08,2024-11-20T12:41:58.155Z,2024-11-08T14:29:20.920Z,2024-11-20T12:41:58.155Z
3134,0101619660,Ablaye,Ndour,Ablaye Ndour,M,2001-12-17,WOLOF,+22222115416,,1,Nouakchott-Nord,1,,DORMANT,,PENDING_KYC,ANDROID,2022-05-13,2024-02-11T20:24:11.661Z,2022-05-13T04:38:40.345Z,2024-02-11T20:24:11.661Z
3135,9102144258,Souleymane,Ould Moulaye,Souleymane Ould Moulaye,M,1991-06-19,MAURE,+22222374635,,2,Nouakchott-Ouest,5,,STANDARD,,ACTIVE,IOS,2024-05-26,2024-12-03T01:17:45.615Z,2024-05-26T08:10:08.945Z,2024-12-03T01:17:45.615Z
3136,6609329678,Rokhaya,Thiam,Rokhaya Thiam,F,1966-06-02,PEUL,+22234086445,rokhaya.thiam453@hotmail.fr,9,Assaba,31,,OCCASIONAL,,BLOCKED,ANDROID,2023-10-22,2024-07-25T18:33:39.864Z,2023-10-22T04:46:00.204Z,2024-07-25T18:33:39.864Z
3137,7302488732,Aliou,Ba,Aliou Ba,M,1973-10-15,SONINKE,+22243912481,,2,Nouakchott-Ouest,5,,ACTIVE,,ACTIVE,ANDROID,2024-03-05,2024-03-24T05:59:03.328Z,2024-03-05T01:35:13.502Z,2024-03-24T05:59:03.328Z
3138,7003234986,Mouna,Mint Hamadi,Mouna Mint Hamadi,F,1970-09-17,MAURE,+22245643332,mouna.minthamadi800@hotmail.fr,3,Nouakchott-Sud,8,,OCCASIONAL,,ACTIVE,USSD,2022-07-15,2022-10-06T15:31:57.346Z,2022-07-15T10:02:41.163Z,2022-10-06T15:31:57.346Z
3139,9504743721,Hawa,Mint Vall,Hawa Mint Vall,F,1995-01-22,MAURE,+22235233904,,4,Dakhlet Nouadhibou,10,,DORMANT,,ACTIVE,USSD,2024-10-23,2024-10-30T21:37:53.850Z,2024-10-23T07:50:09.141Z,2024-10-30T21:37:53.850Z
3140,9315479480,Vall,Ould Moulaye,Vall Ould Moulaye,M,1993-12-02,MAURE,+22237260591,,15,Tiris Zemmour,55,,STANDARD,,ACTIVE,ANDROID,2023-05-27,2024-07-21T20:20:27.955Z,2023-05-27T13:31:19.534Z,2024-07-21T20:20:27.955Z
3141,6102161232,Djibril,Ly,Djibril Ly,M,1961-09-20,SONINKE,+22232149374,djibril.ly925@hotmail.fr,2,Nouakchott-Ouest,5,,OCCASIONAL,,INACTIVE,ANDROID,2023-02-14,2024-01-17T10:52:20.457Z,2023-02-14T13:36:44.688Z,2024-01-17T10:52:20.457Z
3142,9802238697,Ndongo,Faye,Ndongo Faye,M,1998-12-02,PEUL,+22225352445,ndongo.faye855@hotmail.fr,2,Nouakchott-Ouest,4,,STANDARD,,ACTIVE,ANDROID,2023-07-29,2023-08-10T16:49:15.575Z,2023-07-29T04:22:07.695Z,2023-08-10T16:49:15.575Z
3143,7504051305,Fatoumata,Wade,Fatoumata Wade,F,1975-12-15,PEUL,+22222592581,fatoumata.wade973@yahoo.fr,4,Dakhlet Nouadhibou,10,,OCCASIONAL,,ACTIVE,USSD,2024-04-21,2024-06-04T01:55:38.799Z,2024-04-21T05:41:39.461Z,2024-06-04T01:55:38.799Z
3144,9407819109,Lehbib,Ould Cheikh,Lehbib Ould Cheikh,M,1994-01-13,MAURE,+22233445412,lehbib.ouldcheikh746@hotmail.fr,7,Gorgol,22,,STANDARD,,ACTIVE,ANDROID,2023-12-10,2024-01-25T11:51:53.545Z,2023-12-10T05:05:26.006Z,2024-01-25T11:51:53.545Z
3145,9104873800,Coumba,Thiaw,Coumba Thiaw,F,1991-11-18,PEUL,+22242138688,,4,Dakhlet Nouadhibou,10,,PREMIUM,,ACTIVE,ANDROID,2022-08-19,2024-01-26T03:32:14.949Z,2022-08-19T07:54:20.748Z,2024-01-26T03:32:14.949Z
3146,8402200095,Mokhtar,Ould El Mokhtar,Mokhtar Ould El Mokhtar,M,1984-10-08,MAURE,+22234220301,,2,Nouakchott-Ouest,6,,ACTIVE,,INACTIVE,ANDROID,2023-05-29,2024-07-25T05:24:58.337Z,2023-05-29T21:19:40.083Z,2024-07-25T05:24:58.337Z
3147,9204876084,Messoud,Ould Vall,Messoud Ould Vall,M,1992-11-16,MAURE,+22222551177,,4,Dakhlet Nouadhibou,10,,OCCASIONAL,,ACTIVE,IOS,2024-05-31,2024-11-30T21:42:13.512Z,2024-05-31T23:19:19.721Z,2024-11-30T21:42:13.512Z
3148,9702808116,Mouna,Mint Abdel Aziz,Mouna Mint Abdel Aziz,F,1997-09-11,MAURE,+22224012089,,2,Nouakchott-Ouest,6,,OCCASIONAL,,ACTIVE,USSD,2022-01-26,2022-04-08T11:00:47.162Z,2022-01-26T20:10:00.506Z,2022-04-08T11:00:47.162Z
3149,0503762317,Brahim,Ould Ahmed,Brahim Ould Ahmed,M,2005-07-13,MAURE,+22236031219,,3,Nouakchott-Sud,7,,OCCASIONAL,,ACTIVE,USSD,2022-05-20,2022-06-21T09:27:06.457Z,2022-05-20T13:24:27.542Z,2022-06-21T09:27:06.457Z
3150,7702188654,N'Dèye,Tall,N'Dèye Tall,F,1977-11-06,WOLOF,+22232827315,,2,Nouakchott-Ouest,6,,OCCASIONAL,,ACTIVE,ANDROID,2023-06-19,2024-01-20T00:01:56.701Z,2023-06-19T13:50:51.649Z,2024-01-20T00:01:56.701Z
3151,9702893424,Kelthoum,Mint Ghali,Kelthoum Mint Ghali,F,1997-07-28,MAURE,+22224015954,,2,Nouakchott-Ouest,5,,ACTIVE,,INACTIVE,IOS,2023-01-31,2023-06-01T12:37:25.935Z,2023-01-31T12:32:31.610Z,2023-06-01T12:37:25.935Z
3152,0302829745,Mohamed Salem,Camara,Mohamed Salem Camara,M,2003-01-09,PEUL,+22244491954,,2,Nouakchott-Ouest,5,,STANDARD,,ACTIVE,ANDROID,2022-11-13,2024-11-29T01:08:27.292Z,2022-11-13T09:17:33.441Z,2024-11-29T01:08:27.292Z
3153,8414713277,Zahra,Kouyaté,Zahra Kouyaté,F,1984-02-06,PEUL,+22222484483,zahra.kouyaté580@hotmail.fr,14,Inchiri,52,,STANDARD,,ACTIVE,ANDROID,2024-05-07,2024-09-11T23:16:21.900Z,2024-05-07T19:38:38.057Z,2024-09-11T23:16:21.900Z
3154,7602861527,Néné,Ndiaye,Néné Ndiaye,F,1976-11-04,SONINKE,+22242788886,néné.ndiaye89@gmail.com,2,Nouakchott-Ouest,4,,ACTIVE,,ACTIVE,ANDROID,2022-07-28,2023-08-22T15:33:30.005Z,2022-07-28T18:56:02.584Z,2023-08-22T15:33:30.005Z
3155,6715662722,Saleck,Ould Mohamed,Saleck Ould Mohamed,M,1967-06-24,MAURE,+22222954588,saleck.ouldmohamed783@hotmail.fr,15,Tiris Zemmour,55,,ACTIVE,,ACTIVE,ANDROID,2022-07-08,2023-10-08T10:37:34.171Z,2022-07-08T07:02:17.571Z,2023-10-08T10:37:34.171Z
3156,6310355159,Souleymane,Ould Ghali,Souleymane Ould Ghali,M,1963-01-05,MAURE,+22232317318,souleymane.ouldghali449@hotmail.fr,10,Hodh Ech Chargui,36,,ACTIVE,,ACTIVE,USSD,2024-12-06,2024-12-22T02:22:56.925Z,2024-12-06T17:17:54.962Z,2024-12-22T02:22:56.925Z
3157,7106291714,Fanta,Anne,Fanta Anne,F,1971-06-25,SONINKE,+22233347483,,6,Brakna,20,,ACTIVE,,ACTIVE,ANDROID,2023-05-12,2023-09-21T00:39:38.086Z,2023-05-12T20:29:15.810Z,2023-09-21T00:39:38.086Z
3158,0101600727,Sidi Mohamed,Ba,Sidi Mohamed Ba,M,2001-02-15,PEUL,+22223916353,,1,Nouakchott-Nord,3,,ACTIVE,,ACTIVE,IOS,2023-04-15,2024-01-02T03:24:14.857Z,2023-04-15T19:33:53.141Z,2024-01-02T03:24:14.857Z
3159,7802020469,Nouh,Sow,Nouh Sow,M,1978-12-16,WOLOF,+22249190158,nouh.sow919@gmail.com,2,Nouakchott-Ouest,6,,STANDARD,,PENDING_KYC,ANDROID,2024-06-25,2024-10-18T22:28:44.599Z,2024-06-25T08:25:57.702Z,2024-10-18T22:28:44.599Z
3160,6003459030,Babacar,Ly,Babacar Ly,M,1960-03-21,WOLOF,+22223056329,babacar.ly349@hotmail.fr,3,Nouakchott-Sud,8,,DORMANT,,ACTIVE,ANDROID,2023-02-18,2023-09-12T18:58:44.983Z,2023-02-18T08:23:40.171Z,2023-09-12T18:58:44.983Z
3161,8601770773,Oumou,Sall,Oumou Sall,F,1986-04-02,WOLOF,+22224768598,,1,Nouakchott-Nord,3,,DORMANT,,ACTIVE,WEB,2023-05-03,2023-09-05T15:48:19.256Z,2023-05-03T20:44:12.005Z,2023-09-05T15:48:19.256Z
