id,user_id,account_number,account_type,account_type_label,currency,balance,available_balance,daily_limit,monthly_limit,status,is_primary,opened_date,last_activity,created_at,updated_at
3425,3123,NW965363741,WALLET,,MRU,18000,18000,500000,15000000,ACTIVE,true,2022-11-23,2024-06-22T13:07:41.874Z,2022-11-23T04:27:47.693Z,2024-06-22T13:07:41.874Z
3426,3124,NS906414628,SAVINGS,,MRU,3000,17000,500000,15000000,ACTIVE,true,2024-05-09,2024-12-21T03:43:19.831Z,2024-05-09T17:54:45.090Z,2024-12-21T03:43:19.831Z
3427,3125,NC293411255,CORPORATE,,MRU,12000,12000,500000,15000000,ACTIVE,true,2022-12-20,2024-06-25T07:06:23.973Z,2022-12-20T20:42:00.790Z,2024-06-25T07:06:23.973Z
3428,3126,NM982969284,MERCHANT,,MRU,17525,45000,500000,15000000,ACTIVE,true,2024-12-14,2024-12-30T15:59:49.044Z,2024-12-14T22:54:49.542Z,2024-12-30T15:59:49.044Z
3429,3127,NM854602814,MERCHANT,,MRU,9200,9200,500000,15000000,ACTIVE,true,2024-11-13,2024-12-11T21:19:19.237Z,2024-11-13T09:52:03.997Z,2024-12-11T21:19:19.237Z
3430,3128,NW348466873,WALLET,,MRU,8500,8500,500000,15000000,FROZEN,true,2024-03-19,2024-04-03T21:45:43.999Z,2024-03-19T23:04:12.203Z,2024-04-03T21:45:43.999Z
3431,3129,NW456419646,WALLET,,MRU,44000,44000,500000,15000000,ACTIVE,true,2023-01-17,2023-07-24T19:52:29.950Z,2023-01-17T13:34:17.713Z,2023-07-24T19:52:29.950Z
3432,3130,NS925297260,SAVINGS,,MRU,650,650,500000,15000000,ACTIVE,true,2022-08-18,2024-03-31T05:35:51.054Z,2022-08-18T03:01:47.198Z,2024-03-31T05:35:51.054Z
3433,3131,NW948951960,WALLET,,MRU,11400,1400,500000,15000000,ACTIVE,true,2024-10-03,2024-11-25T17:24:17.734Z,2024-10-03T10:18:11.638Z,2024-11-25T17:24:17.734Z
3434,3132,NW978569537,WALLET,,MRU,11256,14000,500000,15000000,ACTIVE,true,2024-09-17,2024-11-25T11:12:01.552Z,2024-09-17T11:46:01.552Z,2024-11-25T11:12:01.552Z
3435,3133,NW998855591,WALLET,,MRU,6800,6800,500000,15000000,ACTIVE,true,2024-11-08,2024-12-22T05:00:23.514Z,2024-11-08T14:29:20.920Z,2024-12-22T05:00:23.514Z
3436,3134,NC803446770,CORPORATE,,MRU,9800,9800,500000,15000000,FROZEN,true,2022-05-13,2024-12-19T23:55:57.465Z,2022-05-13T04:38:40.345Z,2024-12-19T23:55:57.465Z
3437,3135,NM736780643,MERCHANT,,MRU,44000,44000,500000,15000000,ACTIVE,true,2024-05-26,2024-09-14T12:19:07.708Z,2024-05-26T08:10:08.945Z,2024-09-14T12:19:07.708Z
3438,3136,NW869322330,WALLET,,MRU,6030,1100,500000,15000000,ACTIVE,true,2023-10-22,2024-07-27T16:21:50.294Z,2023-10-22T04:46:00.204Z,2024-07-27T16:21:50.294Z
3439,3137,NM444759130,MERCHANT,,MRU,3600,11000,500000,15000000,ACTIVE,true,2024-03-05,2024-03-07T02:34:43.355Z,2024-03-05T01:35:13.502Z,2024-03-07T02:34:43.355Z
3440,3138,NW187594413,WALLET,,MRU,30450,1000,500000,15000000,ACTIVE,true,2022-07-15,2024-04-11T18:14:55.652Z,2022-07-15T10:02:41.163Z,2024-04-11T18:14:55.652Z
3441,3139,NS497001409,SAVINGS,,MRU,940000,40000,500000,15000000,ACTIVE,true,2024-10-23,2024-11-20T22:03:50.224Z,2024-10-23T07:50:09.141Z,2024-11-20T22:03:50.224Z
3442,3140,NM888070226,MERCHANT,,MRU,44450,15000,500000,15000000,ACTIVE,true,2023-05-27,2024-01-24T11:56:16.162Z,2023-05-27T13:31:19.534Z,2024-01-24T11:56:16.162Z
3443,3141,NC831629395,CORPORATE,,MRU,250,8500,500000,15000000,ACTIVE,true,2023-02-14,2023-11-29T21:47:50.990Z,2023-02-14T13:36:44.688Z,2023-11-29T21:47:50.990Z
3444,3142,NC093101978,CORPORATE,,MRU,27000,27000,500000,15000000,ACTIVE,true,2023-07-29,2024-10-09T05:19:15.862Z,2023-07-29T04:22:07.695Z,2024-10-09T05:19:15.862Z
3445,3143,NW961875349,WALLET,,MRU,1359800,8800,500000,15000000,ACTIVE,true,2024-04-21,2024-05-21T23:01:30.960Z,2024-04-21T05:41:39.461Z,2024-05-21T23:01:30.960Z
3446,3144,NM789486527,MERCHANT,,MRU,5080,40000,500000,15000000,ACTIVE,true,2023-12-10,2024-03-26T22:45:32.168Z,2023-12-10T05:05:26.006Z,2024-03-26T22:45:32.168Z
3447,3145,NA029285073,AGENT,,MRU,237000,238000,500000,15000000,ACTIVE,true,2022-08-19,2022-11-15T01:13:38.253Z,2022-08-19T07:54:20.748Z,2022-11-15T01:13:38.253Z
3448,3145,NS150962352,SAVINGS,,MRU,238400,299000,500000,15000000,ACTIVE,false,2022-08-19,2023-02-12T22:11:07.204Z,2022-08-19T07:54:20.748Z,2023-02-12T22:11:07.204Z
3449,3146,NA798597097,AGENT,,MRU,1617000,17000,500000,15000000,ACTIVE,true,2023-05-29,2023-09-17T08:58:07.034Z,2023-05-29T21:19:40.083Z,2023-09-17T08:58:07.034Z
3450,3147,NW631447017,WALLET,,MRU,838400,10000,500000,15000000,ACTIVE,true,2024-05-31,2024-09-18T16:33:19.237Z,2024-05-31T23:19:19.721Z,2024-09-18T16:33:19.237Z
3451,3148,NW690416813,WALLET,,MRU,27676,3400,500000,15000000,ACTIVE,true,2022-01-26,2022-09-17T01:33:28.294Z,2022-01-26T20:10:00.506Z,2022-09-17T01:33:28.294Z
3452,3149,NA167905092,AGENT,,MRU,11000,11000,500000,15000000,CLOSED,true,2022-05-20,2022-10-23T14:47:19.806Z,2022-05-20T13:24:27.542Z,2022-10-23T14:47:19.806Z
3453,3150,NW962374806,WALLET,,MRU,822792,14000,500000,15000000,ACTIVE,true,2023-06-19,2023-08-25T15:16:49.252Z,2023-06-19T13:50:51.649Z,2023-08-25T15:16:49.252Z
3454,3151,NM458557129,MERCHANT,,MRU,29920,34000,500000,15000000,ACTIVE,true,2023-01-31,2024-07-28T07:21:08.312Z,2023-01-31T12:32:31.610Z,2024-07-28T07:21:08.312Z
3455,3152,NA025617599,AGENT,,MRU,1571900,27000,500000,15000000,ACTIVE,true,2022-11-13,2024-12-18T15:45:39.524Z,2022-11-13T09:17:33.441Z,2024-12-18T15:45:39.524Z
3456,3153,NW839489967,WALLET,,MRU,500,31000,500000,15000000,ACTIVE,true,2024-05-07,2024-10-06T04:45:49.253Z,2024-05-07T19:38:38.057Z,2024-10-06T04:45:49.253Z
3457,3154,NW158846616,WALLET,,MRU,2124850,7600,500000,15000000,ACTIVE,true,2022-07-28,2024-05-24T19:53:12.102Z,2022-07-28T18:56:02.584Z,2024-05-24T19:53:12.102Z
3458,3155,NW614161163,WALLET,,MRU,90,28000,500000,15000000,ACTIVE,true,2022-07-08,2024-06-20T22:57:10.189Z,2022-07-08T07:02:17.571Z,2024-06-20T22:57:10.189Z
3459,3156,NW326858043,WALLET,,MRU,28500,34000,500000,15000000,ACTIVE,true,2024-12-06,2024-12-19T00:56:43.456Z,2024-12-06T17:17:54.962Z,2024-12-19T00:56:43.456Z
3460,3157,NW411180407,WALLET,,MRU,17000,17000,500000,15000000,ACTIVE,true,2023-05-12,2024-05-23T21:20:46.266Z,2023-05-12T20:29:15.810Z,2024-05-23T21:20:46.266Z
3461,3158,NW556848287,WALLET,,MRU,5900,37000,500000,15000000,ACTIVE,true,2023-04-15,2023-10-18T09:59:18.917Z,2023-04-15T19:33:53.141Z,2023-10-18T09:59:18.917Z
3462,3159,NM833389997,MERCHANT,,MRU,2100,2100,500000,15000000,ACTIVE,true,2024-06-25,2024-09-15T22:46:15.446Z,2024-06-25T08:25:57.702Z,2024-09-15T22:46:15.446Z
3463,3160,NW786998417,WALLET,,MRU,13800,2200,500000,15000000,ACTIVE,true,2023-02-18,2023-06-29T11:14:31.690Z,2023-02-18T08:23:40.171Z,2023-06-29T11:14:31.690Z
3464,3161,NS787983417,SAVINGS,,MRU,210,6600,500000,15000000,ACTIVE,true,2023-05-03,2023-06-18T17:42:25.455Z,2023-05-03T20:44:12.005Z,2023-06-18T17:42:25.455Z
3465,3162,NS837704539,SAVINGS,,MRU,18000,18000,500000,15000000,FROZEN,true,2022-12-11,2024-03-02T14:31:15.320Z,2022-12-11T18:20:33.563Z,2024-03-02T14:31:15.320Z
3466,3163,NW153365518,WALLET,,MRU,1050,6900,500000,15000000,ACTIVE,true,2023-10-01,2024-02-23T15:55:32.584Z,2023-10-01T19:11:43.580Z,2024-02-23T15:55:32.584Z
3467,3164,NW861852407,WALLET,,MRU,57300,37000,500000,15000000,ACTIVE,true,2024-03-23,2024-08-09T09:40:10.708Z,2024-03-23T22:32:00.065Z,2024-08-09T09:40:10.708Z
3468,3165,NM024578809,MERCHANT,,MRU,9750,16000,500000,15000000,ACTIVE,true,2023-09-12,2023-09-29T10:23:04.641Z,2023-09-12T11:47:22.086Z,2023-09-29T10:23:04.641Z
3469,3166,NM938343167,MERCHANT,,MRU,1091400,45000,500000,15000000,ACTIVE,true,2024-01-10,2024-11-16T12:38:26.921Z,2024-01-10T03:33:45.585Z,2024-11-16T12:38:26.921Z
3470,3167,NM144634246,MERCHANT,,MRU,68000,50000,500000,15000000,ACTIVE,true,2022-07-02,2024-02-22T02:56:10.504Z,2022-07-02T08:45:00.803Z,2024-02-22T02:56:10.504Z
3471,3168,NW437204361,WALLET,,MRU,36280,43000,500000,15000000,ACTIVE,true,2023-02-13,2023-10-26T07:01:08.146Z,2023-02-13T01:29:47.327Z,2023-10-26T07:01:08.146Z
3472,3169,NW773880035,WALLET,,MRU,10000,10000,500000,15000000,ACTIVE,true,2024-04-08,2024-08-26T14:38:32.023Z,2024-04-08T14:40:31.441Z,2024-08-26T14:38:32.023Z
3473,3170,NW021875172,WALLET,,MRU,18000,18000,500000,15000000,ACTIVE,true,2022-10-13,2023-07-19T19:43:48.652Z,2022-10-13T14:53:55.196Z,2023-07-19T19:43:48.652Z
3474,3171,NW434041977,WALLET,,MRU,12500,18000,500000,15000000,ACTIVE,true,2024-12-24,2024-12-26T14:08:50.409Z,2024-12-24T05:09:55.513Z,2024-12-26T14:08:50.409Z
3475,3172,NS041912078,SAVINGS,,MRU,25000,25000,500000,15000000,DORMANT,true,2023-08-11,2023-12-17T06:45:44.488Z,2023-08-11T09:11:57.916Z,2023-12-17T06:45:44.488Z
3476,3173,NW525814891,WALLET,,MRU,33000,33000,500000,15000000,ACTIVE,true,2023-08-27,2024-03-14T02:42:07.271Z,2023-08-27T16:43:45.111Z,2024-03-14T02:42:07.271Z
3477,3174,NC306092977,CORPORATE,,MRU,251500,32000,500000,15000000,ACTIVE,true,2023-08-28,2024-12-04T11:33:41.949Z,2023-08-28T16:08:16.876Z,2024-12-04T11:33:41.949Z
3478,3175,NW043437123,WALLET,,MRU,46000,46000,500000,15000000,ACTIVE,true,2022-07-01,2022-09-20T22:50:29.143Z,2022-07-01T06:29:38.607Z,2022-09-20T22:50:29.143Z
3479,3176,NW811091304,WALLET,,MRU,2100,2100,500000,15000000,ACTIVE,true,2022-07-14,2023-04-21T00:35:06.325Z,2022-07-14T02:58:35.725Z,2023-04-21T00:35:06.325Z
3480,3177,NW300069093,WALLET,,MRU,19000,19000,500000,15000000,ACTIVE,true,2024-03-14,2024-07-07T14:08:31.103Z,2024-03-14T15:07:35.275Z,2024-07-07T14:08:31.103Z
3481,3178,NW934507608,WALLET,,MRU,40000,40000,500000,15000000,ACTIVE,true,2022-09-17,2024-07-14T13:42:32.797Z,2022-09-17T07:55:50.439Z,2024-07-14T13:42:32.797Z
3482,3179,NW168460130,WALLET,,MRU,100,4500,500000,15000000,ACTIVE,true,2024-01-31,2024-05-11T08:07:40.560Z,2024-01-31T00:57:51.332Z,2024-05-11T08:07:40.560Z
3483,3180,NW162329673,WALLET,,MRU,150440,43000,500000,15000000,ACTIVE,true,2024-11-08,2024-12-01T22:00:54.572Z,2024-11-08T18:46:12.515Z,2024-12-01T22:00:54.572Z
3484,3181,NW095897555,WALLET,,MRU,4981000,11000,500000,15000000,ACTIVE,true,2022-09-17,2023-04-22T08:36:06.150Z,2022-09-17T05:54:21.933Z,2023-04-22T08:36:06.150Z
3485,3182,NW051686435,WALLET,,MRU,158,11000,500000,15000000,ACTIVE,true,2023-03-20,2024-05-09T05:31:40.667Z,2023-03-20T04:00:09.593Z,2024-05-09T05:31:40.667Z
3486,3183,NA566550731,AGENT,,MRU,250,25000,500000,15000000,ACTIVE,true,2022-11-09,2023-10-15T00:34:23.935Z,2022-11-09T04:35:14.410Z,2023-10-15T00:34:23.935Z
3487,3184,NS620063305,SAVINGS,,MRU,339,39000,500000,15000000,ACTIVE,true,2023-11-08,2024-07-05T11:36:30.190Z,2023-11-08T21:48:54.818Z,2024-07-05T11:36:30.190Z
3488,3185,NW228080272,WALLET,,MRU,49000,49000,500000,15000000,CLOSED,true,2023-08-05,2023-12-08T21:28:20.551Z,2023-08-05T11:05:04.619Z,2023-12-08T21:28:20.551Z
3489,3186,NS035294532,SAVINGS,,MRU,27000,27000,500000,15000000,CLOSED,true,2023-03-28,2023-07-19T21:18:57.010Z,2023-03-28T02:50:40.807Z,2023-07-19T21:18:57.010Z
3490,3187,NW329673707,WALLET,,MRU,4500,21000,500000,15000000,ACTIVE,true,2023-10-02,2024-04-23T10:04:02.504Z,2023-10-02T20:39:40.862Z,2024-04-23T10:04:02.504Z
3491,3188,NS018763661,SAVINGS,,MRU,17000,9900,500000,15000000,ACTIVE,true,2022-03-25,2023-05-20T10:26:07.078Z,2022-03-25T05:09:03.253Z,2023-05-20T10:26:07.078Z
3492,3189,NW159925133,WALLET,,MRU,11000,11000,500000,15000000,ACTIVE,true,2022-08-08,2023-01-05T08:46:41.948Z,2022-08-08T07:20:29.231Z,2023-01-05T08:46:41.948Z
3493,3190,NC557722330,CORPORATE,,MRU,103000,43000,500000,15000000,ACTIVE,true,2024-04-27,2024-10-12T04:06:01.774Z,2024-04-27T15:56:53.132Z,2024-10-12T04:06:01.774Z
3494,3191,NC278308153,CORPORATE,,MRU,10000,10000,500000,15000000,ACTIVE,true,2022-05-05,2023-09-22T08:07:21.210Z,2022-05-05T07:50:08.652Z,2023-09-22T08:07:21.210Z
3495,3192,NM384433984,MERCHANT,,MRU,35000,35000,500000,15000000,ACTIVE,true,2023-06-11,2023-09-14T00:33:28.325Z,2023-06-11T23:25:58.665Z,2023-09-14T00:33:28.325Z
3496,3193,NW919254899,WALLET,,MRU,9632,21000,500000,15000000,ACTIVE,true,2023-02-06,2024-04-29T12:43:32.215Z,2023-02-06T08:18:46.382Z,2024-04-29T12:43:32.215Z
3497,3194,NW176538974,WALLET,,MRU,1115000,15000,500000,15000000,ACTIVE,true,2023-03-23,2023-08-28T03:22:05.976Z,2023-03-23T20:39:30.029Z,2023-08-28T03:22:05.976Z
3498,3195,NW597752809,WALLET,,MRU,61900,1900,500000,15000000,ACTIVE,true,2023-01-13,2023-03-15T05:27:43.248Z,2023-01-13T14:45:07.511Z,2023-03-15T05:27:43.248Z
3499,3196,NC449946046,CORPORATE,,MRU,1602,43000,500000,15000000,ACTIVE,true,2024-10-23,2024-12-09T03:23:07.530Z,2024-10-23T17:56:32.461Z,2024-12-09T03:23:07.530Z
3500,3197,NW622917682,WALLET,,MRU,58500,3500,500000,15000000,ACTIVE,true,2024-02-26,2024-04-29T12:38:49.729Z,2024-02-26T13:09:30.867Z,2024-04-29T12:38:49.729Z
3501,3198,NW083241075,WALLET,,MRU,375,4100,500000,15000000,ACTIVE,true,2023-05-17,2024-09-27T06:15:39.375Z,2023-05-17T06:19:14.357Z,2024-09-27T06:15:39.375Z
3502,3199,NW473402649,WALLET,,MRU,750,750,500000,15000000,ACTIVE,true,2022-12-21,2023-03-31T03:49:55.861Z,2022-12-21T23:33:14.293Z,2023-03-31T03:49:55.861Z
3503,3200,NM237110614,MERCHANT,,MRU,2600,28000,500000,15000000,ACTIVE,true,2022-02-17,2022-12-06T20:55:13.604Z,2022-02-17T18:56:28.010Z,2022-12-06T20:55:13.604Z
3504,3201,NW989918947,WALLET,,MRU,1800,1800,500000,15000000,ACTIVE,true,2022-08-15,2023-06-16T04:41:37.528Z,2022-08-15T02:39:55.973Z,2023-06-16T04:41:37.528Z
3505,3202,NW035308122,WALLET,,MRU,518000,18000,500000,15000000,ACTIVE,true,2022-05-03,2023-12-19T19:21:06.607Z,2022-05-03T16:40:09.189Z,2023-12-19T19:21:06.607Z
3506,3203,NS101977467,SAVINGS,,MRU,36200,48000,500000,15000000,ACTIVE,true,2023-10-07,2024-03-31T02:02:50.256Z,2023-10-07T16:14:25.741Z,2024-03-31T02:02:50.256Z
3507,3204,NS866352320,SAVINGS,,MRU,77600,22000,500000,15000000,ACTIVE,true,2022-08-07,2022-12-24T02:32:05.318Z,2022-08-07T05:04:44.479Z,2022-12-24T02:32:05.318Z
3508,3205,NS035023331,SAVINGS,,MRU,175,26000,500000,15000000,ACTIVE,true,2024-10-05,2024-12-17T15:48:50.952Z,2024-10-05T05:03:24.585Z,2024-12-17T15:48:50.952Z
3509,3206,NW921275139,WALLET,,MRU,41000,41000,500000,15000000,ACTIVE,true,2022-07-08,2022-11-29T22:54:38.605Z,2022-07-08T14:31:04.160Z,2022-11-29T22:54:38.605Z
3510,3207,NM644592643,MERCHANT,,MRU,14000,14000,500000,15000000,ACTIVE,true,2023-12-05,2024-10-07T09:39:45.532Z,2023-12-05T05:43:48.397Z,2024-10-07T09:39:45.532Z
3511,3208,NW081809308,WALLET,,MRU,38000,38000,500000,15000000,CLOSED,true,2023-11-15,2024-01-09T12:44:57.007Z,2023-11-15T03:43:25.692Z,2024-01-09T12:44:57.007Z
3512,3209,NM013905882,MERCHANT,,MRU,1500,13000,500000,15000000,ACTIVE,true,2023-06-28,2024-09-22T15:52:08.043Z,2023-06-28T01:44:07.909Z,2024-09-22T15:52:08.043Z
3513,3210,NA465651393,AGENT,,MRU,36000,36000,500000,15000000,DORMANT,true,2022-07-04,2024-04-06T11:24:37.291Z,2022-07-04T06:36:24.760Z,2024-04-06T11:24:37.291Z
3514,3211,NA875720858,AGENT,,MRU,485000,485000,500000,15000000,ACTIVE,true,2024-05-23,2024-11-19T17:46:56.819Z,2024-05-23T19:25:25.569Z,2024-11-19T17:46:56.819Z
3515,3211,NW626657843,WALLET,,MRU,280,293000,500000,15000000,ACTIVE,false,2024-05-23,2024-10-05T15:08:48.490Z,2024-05-23T19:25:25.569Z,2024-10-05T15:08:48.490Z
3516,3212,NA110571742,AGENT,,MRU,78,13000,500000,15000000,ACTIVE,true,2024-01-27,2024-10-09T13:47:41.294Z,2024-01-27T19:06:37.965Z,2024-10-09T13:47:41.294Z
3517,3213,NA645022988,AGENT,,MRU,9500,9500,500000,15000000,CLOSED,true,2024-04-05,2024-08-25T13:28:14.996Z,2024-04-05T04:43:03.694Z,2024-08-25T13:28:14.996Z
3518,3214,NW263264060,WALLET,,MRU,4600,4600,500000,15000000,ACTIVE,true,2024-05-16,2024-09-17T16:51:56.712Z,2024-05-16T03:48:55.609Z,2024-09-17T16:51:56.712Z
3519,3215,NS924599409,SAVINGS,,MRU,1253200,23000,500000,15000000,ACTIVE,true,2023-10-08,2023-12-25T12:20:19.420Z,2023-10-08T15:19:00.612Z,2023-12-25T12:20:19.420Z
3520,3216,NW479697406,WALLET,,MRU,460,5300,500000,15000000,ACTIVE,true,2024-02-06,2024-12-21T03:55:01.609Z,2024-02-06T12:46:18.967Z,2024-12-21T03:55:01.609Z
3521,3217,NM218413949,MERCHANT,,MRU,7400,7400,500000,15000000,ACTIVE,true,2023-05-06,2023-09-05T09:26:30.223Z,2023-05-06T21:33:58.035Z,2023-09-05T09:26:30.223Z
3522,3218,NC256363630,CORPORATE,,MRU,313570,38000,500000,15000000,ACTIVE,true,2023-07-16,2024-10-23T05:55:57.777Z,2023-07-16T18:20:31.411Z,2024-10-23T05:55:57.777Z
3523,3219,NW408122804,WALLET,,MRU,36000,36000,500000,15000000,ACTIVE,true,2024-06-14,2024-06-27T21:45:48.102Z,2024-06-14T13:27:17.949Z,2024-06-27T21:45:48.102Z
3524,3220,NW863912105,WALLET,,MRU,35320,32000,500000,15000000,ACTIVE,true,2023-09-12,2023-10-01T14:19:45.973Z,2023-09-12T17:07:00.585Z,2023-10-01T14:19:45.973Z
3525,3221,NM486267924,MERCHANT,,MRU,45000,45000,500000,15000000,ACTIVE,true,2023-02-08,2023-08-31T05:45:23.888Z,2023-02-08T22:59:50.935Z,2023-08-31T05:45:23.888Z
3526,3222,NS286044478,SAVINGS,,MRU,522500,30000,500000,15000000,ACTIVE,true,2022-08-04,2023-02-23T14:57:57.744Z,2022-08-04T11:33:55.754Z,2023-02-23T14:57:57.744Z
3527,3223,NW253666162,WALLET,,MRU,4000,29000,500000,15000000,ACTIVE,true,2022-03-19,2024-09-23T04:22:56.150Z,2022-03-19T21:54:07.256Z,2024-09-23T04:22:56.150Z
3528,3224,NW742600679,WALLET,,MRU,22500,15000,500000,15000000,ACTIVE,true,2024-12-19,2024-12-24T02:44:01.263Z,2024-12-19T11:12:32.716Z,2024-12-24T02:44:01.263Z
3529,3225,NW421121861,WALLET,,MRU,19000,19000,500000,15000000,ACTIVE,true,2023-04-19,2024-01-13T07:00:47.570Z,2023-04-19T16:06:20.954Z,2024-01-13T07:00:47.570Z
3530,3226,NW346424341,WALLET,,MRU,2850,4200,500000,15000000,ACTIVE,true,2024-10-24,2024-12-28T03:51:45.315Z,2024-10-24T21:15:26.672Z,2024-12-28T03:51:45.315Z
3531,3227,NM549866795,MERCHANT,,MRU,26055,8900,500000,15000000,ACTIVE,true,2022-02-01,2023-12-19T14:04:39.999Z,2022-02-01T09:03:39.734Z,2023-12-19T14:04:39.999Z
3532,3228,NW428302884,WALLET,,MRU,26000,26000,500000,15000000,ACTIVE,true,2022-06-08,2023-04-22T05:57:43.538Z,2022-06-08T22:36:22.958Z,2023-04-22T05:57:43.538Z
3533,3229,NS969676971,SAVINGS,,MRU,1925,12000,500000,15000000,ACTIVE,true,2024-11-15,2024-11-25T02:33:57.971Z,2024-11-15T05:23:25.730Z,2024-11-25T02:33:57.971Z
3534,3230,NW119766950,WALLET,,MRU,150,6100,500000,15000000,ACTIVE,true,2022-11-26,2023-11-07T18:37:01.854Z,2022-11-26T12:38:40.727Z,2023-11-07T18:37:01.854Z
3535,3231,NW523100376,WALLET,,MRU,41000,41000,500000,15000000,ACTIVE,true,2022-06-28,2022-09-08T19:24:56.731Z,2022-06-28T23:59:32.589Z,2022-09-08T19:24:56.731Z
3536,3232,NM417455554,MERCHANT,,MRU,23000,23000,500000,15000000,DORMANT,true,2024-07-05,2024-07-23T01:20:26.553Z,2024-07-05T04:46:32.802Z,2024-07-23T01:20:26.553Z
3537,3233,NW938697636,WALLET,,MRU,24000,24000,500000,15000000,FROZEN,true,2024-05-23,2024-07-25T12:09:28.345Z,2024-05-23T06:42:38.826Z,2024-07-25T12:09:28.345Z
3538,3234,NM851922512,MERCHANT,,MRU,489500,10000,500000,15000000,ACTIVE,true,2024-08-18,2024-08-29T12:56:11.064Z,2024-08-18T03:35:35.461Z,2024-08-29T12:56:11.064Z
3539,3235,NW330299586,WALLET,,MRU,356000,44000,500000,15000000,ACTIVE,true,2022-12-22,2023-08-08T17:55:35.866Z,2022-12-22T03:10:31.838Z,2023-08-08T17:55:35.866Z
3540,3236,NW372737795,WALLET,,MRU,2310,49000,500000,15000000,ACTIVE,true,2023-01-25,2024-04-14T20:47:45.022Z,2023-01-25T15:01:17.636Z,2024-04-14T20:47:45.022Z
3541,3237,NW262630224,WALLET,,MRU,2900,42000,500000,15000000,ACTIVE,true,2022-07-03,2023-07-29T12:36:59.337Z,2022-07-03T20:32:44.973Z,2023-07-29T12:36:59.337Z
3542,3238,NW911740422,WALLET,,MRU,4300,22000,500000,15000000,ACTIVE,true,2022-07-30,2022-12-08T16:30:26.104Z,2022-07-30T15:04:57.128Z,2022-12-08T16:30:26.104Z
3543,3239,NW701890945,WALLET,,MRU,33000,33000,500000,15000000,ACTIVE,true,2022-11-01,2024-03-02T10:27:23.355Z,2022-11-01T23:13:46.565Z,2024-03-02T10:27:23.355Z
3544,3240,NW122886687,WALLET,,MRU,75,8200,500000,15000000,ACTIVE,true,2024-05-09,2024-11-19T07:24:49.040Z,2024-05-09T07:40:05.532Z,2024-11-19T07:24:49.040Z
3545,3241,NW362450957,WALLET,,MRU,31000,31000,500000,15000000,DORMANT,true,2023-05-08,2023-09-22T03:34:01.418Z,2023-05-08T16:34:55.528Z,2023-09-22T03:34:01.418Z
3546,3242,NW957440674,WALLET,,MRU,3100,3100,500000,15000000,ACTIVE,true,2022-05-28,2024-04-01T10:10:01.433Z,2022-05-28T05:34:13.735Z,2024-04-01T10:10:01.433Z
3547,3243,NW240944743,WALLET,,MRU,21000,21000,500000,15000000,ACTIVE,true,2024-03-06,2024-12-03T02:23:00.188Z,2024-03-06T09:25:13.629Z,2024-12-03T02:23:00.188Z
3548,3244,NW791563272,WALLET,,MRU,235,18000,500000,15000000,ACTIVE,true,2023-07-27,2023-12-31T02:32:43.679Z,2023-07-27T19:04:40.407Z,2023-12-31T02:32:43.679Z
3549,3245,NW698855638,WALLET,,MRU,24000,17000,500000,15000000,ACTIVE,true,2022-10-29,2024-03-17T08:51:15.898Z,2022-10-29T22:25:25.121Z,2024-03-17T08:51:15.898Z
3550,3246,NW497076660,WALLET,,MRU,60100,16000,500000,15000000,ACTIVE,true,2023-05-02,2023-11-02T07:51:15.732Z,2023-05-02T17:37:53.430Z,2023-11-02T07:51:15.732Z
3551,3247,NW833140880,WALLET,,MRU,200,9200,500000,15000000,ACTIVE,true,2023-10-20,2024-01-16T13:39:43.800Z,2023-10-20T09:52:19.740Z,2024-01-16T13:39:43.800Z
3552,3248,NW538752258,WALLET,,MRU,35000,35000,500000,15000000,ACTIVE,true,2023-07-28,2023-08-26T02:08:23.029Z,2023-07-28T07:30:54.673Z,2023-08-26T02:08:23.029Z
3553,3249,NW529798925,WALLET,,MRU,2375,37000,500000,15000000,ACTIVE,true,2024-10-14,2024-12-17T10:55:11.105Z,2024-10-14T09:20:16.598Z,2024-12-17T10:55:11.105Z
3554,3250,NW802871495,WALLET,,MRU,49000,49000,500000,15000000,ACTIVE,true,2023-01-18,2023-04-14T09:27:20.183Z,2023-01-18T05:17:34.302Z,2023-04-14T09:27:20.183Z
3555,3251,NW532651841,WALLET,,MRU,300,9100,500000,15000000,ACTIVE,true,2024-02-26,2024-10-12T02:55:06.132Z,2024-02-26T20:26:46.669Z,2024-10-12T02:55:06.132Z
3556,3252,NM530610323,MERCHANT,,MRU,75000,10000,500000,15000000,ACTIVE,true,2023-04-25,2023-12-03T16:55:12.397Z,2023-04-25T17:11:54.841Z,2023-12-03T16:55:12.397Z
3557,3253,NW083460122,WALLET,,MRU,23000,23000,500000,15000000,ACTIVE,true,2023-02-08,2024-09-22T08:23:03.245Z,2023-02-08T02:30:43.096Z,2024-09-22T08:23:03.245Z
3558,3254,NW099075794,WALLET,,MRU,34000,34000,500000,15000000,ACTIVE,true,2024-11-22,2024-12-28T07:13:31.890Z,2024-11-22T08:52:23.601Z,2024-12-28T07:13:31.890Z
3559,3255,NW935653090,WALLET,,MRU,169400,9400,500000,15000000,ACTIVE,true,2023-05-04,2024-11-14T13:15:51.964Z,2023-05-04T13:32:28.015Z,2024-11-14T13:15:51.964Z
