id,agency_id,agency_code,employee_code,first_name,last_name,full_name,gender,birth_date,nni,ethnicity,phone,email,role,status,hire_date,contract_type,salary_grade,created_at,updated_at
91,22,NKC-O-003,AG-NKC-O-003-02,Halima,Barry,Halima Barry,F,1992-02-13,9202746808,PEUL,+22224231620,halima.barry@nafadpay.mr,CASHIER,ACTIVE,2020-03-19,CDD,C,2020-03-19T04:04:54.037Z,2023-08-21T22:07:48.477Z
92,22,NKC-O-003,AG-NKC-O-003-03,Malouma,Mint El Mokhtar,Malouma Mint El Mokhtar,F,1974-02-04,7402331145,MAURE,+22222684793,malouma.mintelmokhtar@nafadpay.mr,CASHIER,ACTIVE,2021-05-24,CDI,E,2021-05-24T05:31:05.718Z,2024-08-08T17:55:32.009Z
93,22,NKC-O-003,AG-NKC-O-003-04,Cellou,Sarr,Cellou Sarr,M,2000-10-13,0002435431,PEUL,+22223937774,cellou.sarr@nafadpay.mr,CASHIER,INACTIVE,2021-01-01,CDI,D,2021-01-01T20:06:31.138Z,2021-07-27T07:31:12.741Z
94,23,NKC-O-004,AG-NKC-O-004-01,Zeinab,Mint Sidi,Zeinab Mint Sidi,F,1995-02-25,9502645393,MAURE,+22247654460,zeinab.mintsidi@nafadpay.mr,MANAGER,INACTIVE,2023-08-29,CDD,B,2023-08-29T04:11:35.392Z,2023-12-25T10:06:10.022Z
95,23,NKC-O-004,AG-NKC-O-004-02,Bilal,Ould El Mamy,Bilal Ould El Mamy,M,1992-10-03,9202806074,MAURE,+22235572673,bilal.ouldelmamy@nafadpay.mr,CASHIER,ACTIVE,2021-04-20,CDD,C,2021-04-20T13:16:41.041Z,2023-05-16T02:33:03.093Z
96,23,NKC-O-004,AG-NKC-O-004-03,Houda,Mint Limam,Houda Mint Limam,F,1978-09-04,7802822784,MAURE,+22247550730,houda.mintlimam@nafadpay.mr,CASHIER,ACTIVE,2021-12-27,CDD,C,2021-12-27T22:47:59.981Z,2022-03-24T11:46:08.554Z
97,23,NKC-O-004,AG-NKC-O-004-04,Boubacar,Diallo,Boubacar Diallo,M,1981-07-05,8102843309,PEUL,+22236363350,boubacar.diallo@nafadpay.mr,CASHIER,ACTIVE,2023-09-05,STAGE,D,2023-09-05T14:47:54.389Z,2024-08-12T05:48:54.418Z
98,24,NKC-O-005,AG-NKC-O-005-01,Dah,Ould Salem,Dah Ould Salem,M,1983-01-04,8302147207,MAURE,+22237347050,dah.ouldsalem@nafadpay.mr,MANAGER,ACTIVE,2021-08-28,CDI,A,2021-08-28T02:26:58.077Z,2024-07-11T07:24:21.864Z
99,24,NKC-O-005,AG-NKC-O-005-02,Aminetou,Mint Abeih,Aminetou Mint Abeih,F,1972-06-09,7202625868,MAURE,+22224546977,aminetou.mintabeih@nafadpay.mr,CASHIER,ACTIVE,2021-04-30,CDI,C,2021-04-30T14:12:08.231Z,2024-04-14T15:12:46.032Z
100,25,NKC-O-006,AG-NKC-O-006-01,Ahmed,Ndiaye,Ahmed Ndiaye,M,1983-11-11,8302032446,PEUL,+22225221576,ahmed.ndiaye@nafadpay.mr,MANAGER,ACTIVE,2023-08-05,CDI,A,2023-08-05T04:45:53.816Z,2024-01-03T00:08:10.726Z
101,25,NKC-O-006,AG-NKC-O-006-02,El Hacen,Ould Vadel,El Hacen Ould Vadel,M,1990-11-23,9002915804,MAURE,+22225848732,el hacen.ouldvadel@nafadpay.mr,CASHIER,ACTIVE,2022-07-24,CDI,C,2022-07-24T03:18:31.115Z,2024-08-10T06:35:11.097Z
102,25,NKC-O-006,AG-NKC-O-006-03,Mohamed Salem,Ould Cheikh,Mohamed Salem Ould Cheikh,M,1986-03-15,8602262871,MAURE,+22222382065,mohamed salem.ouldcheikh@nafadpay.mr,CASHIER,ACTIVE,2022-09-30,CDI,C,2022-09-30T20:09:53.485Z,2023-03-31T16:09:03.288Z
103,26,NKC-O-007,AG-NKC-O-007-01,Taleb,Ould Lemrabott,Taleb Ould Lemrabott,M,1977-06-28,7702047007,MAURE,+22232314234,taleb.ouldlemrabott@nafadpay.mr,MANAGER,ACTIVE,2021-05-31,CDD,A,2021-05-31T21:39:43.099Z,2022-02-13T06:08:37.036Z
104,26,NKC-O-007,AG-NKC-O-007-02,Defa,Sissoko,Defa Sissoko,F,1974-04-18,7402866238,PEUL,+22234819352,defa.sissoko@nafadpay.mr,CASHIER,ACTIVE,2023-11-01,CDI,D,2023-11-01T21:11:33.255Z,2024-07-07T12:39:00.195Z
105,26,NKC-O-007,AG-NKC-O-007-03,Koumba,Fall,Koumba Fall,F,1971-01-18,7102376938,SONINKE,+22222362811,koumba.fall@nafadpay.mr,CASHIER,ACTIVE,2021-01-28,STAGE,D,2021-01-28T03:10:53.273Z,2022-09-03T16:40:08.196Z
106,26,NKC-O-007,AG-NKC-O-007-04,Halima,Mint Tourad,Halima Mint Tourad,F,2000-02-19,0002793304,MAURE,+22222527393,halima.minttourad@nafadpay.mr,CASHIER,ACTIVE,2022-01-16,CDI,D,2022-01-16T21:59:38.984Z,2023-05-12T20:52:23.740Z
107,26,NKC-O-007,AG-NKC-O-007-05,Mahmoud,Ould Cheikh,Mahmoud Ould Cheikh,M,1990-06-02,9002447680,MAURE,+22232553445,mahmoud.ouldcheikh@nafadpay.mr,CASHIER,ACTIVE,2020-09-03,STAGE,C,2020-09-03T20:48:49.861Z,2022-03-18T17:39:45.032Z
108,27,NKC-O-008,AG-NKC-O-008-01,Minetou,Mint Dah,Minetou Mint Dah,F,1984-07-19,8402910015,MAURE,+22232533516,minetou.mintdah@nafadpay.mr,MANAGER,ACTIVE,2020-07-11,CDI,B,2020-07-11T04:01:10.958Z,2023-12-26T15:57:00.993Z
109,27,NKC-O-008,AG-NKC-O-008-02,Ahmedou,Ould Isselmou,Ahmedou Ould Isselmou,M,1996-06-23,9602591361,MAURE,+22243558978,ahmedou.ouldisselmou@nafadpay.mr,CASHIER,ACTIVE,2020-02-04,CDI,D,2020-02-04T09:30:57.384Z,2022-02-09T00:24:15.038Z
110,27,NKC-O-008,AG-NKC-O-008-03,Sékou,Fofana,Sékou Fofana,M,1975-04-07,7502541565,PEUL,+22225316604,sékou.fofana@nafadpay.mr,CASHIER,ACTIVE,2020-06-22,CDI,E,2020-06-22T08:23:17.388Z,2021-02-11T12:30:20.260Z
111,27,NKC-O-008,AG-NKC-O-008-04,Fodé,Tall,Fodé Tall,M,1974-10-22,7402950142,PEUL,+22233680730,fodé.tall@nafadpay.mr,CASHIER,ACTIVE,2020-09-05,CDD,C,2020-09-05T08:31:38.574Z,2022-12-12T20:08:06.465Z
112,27,NKC-O-008,AG-NKC-O-008-05,Saleck,Ould Nagi,Saleck Ould Nagi,M,1995-04-17,9502194000,MAURE,+22225297167,saleck.ouldnagi@nafadpay.mr,CASHIER,ACTIVE,2020-08-29,CDD,D,2020-08-29T15:59:16.325Z,2023-02-22T12:25:25.512Z
113,27,NKC-O-008,AG-NKC-O-008-06,Oumou,Ndiaye,Oumou Ndiaye,F,1979-10-19,7902770877,SONINKE,+22225469982,oumou.ndiaye@nafadpay.mr,CASHIER,ACTIVE,2021-09-20,CDD,C,2021-09-20T09:27:05.418Z,2022-11-05T09:50:18.315Z
114,28,NKC-O-009,AG-NKC-O-009-01,Rokaya,Bâ,Rokaya Bâ,F,1993-09-17,9302648529,PEUL,+22223124471,rokaya.bâ@nafadpay.mr,MANAGER,ACTIVE,2022-06-24,STAGE,A,2022-06-24T12:55:35.096Z,2023-12-26T10:43:23.630Z
115,28,NKC-O-009,AG-NKC-O-009-02,Saad,Sy,Saad Sy,M,1980-07-16,8002655938,WOLOF,+22247457982,saad.sy@nafadpay.mr,CASHIER,ACTIVE,2022-07-03,STAGE,D,2022-07-03T05:57:53.628Z,2024-06-10T19:47:19.688Z
116,28,NKC-O-009,AG-NKC-O-009-03,Rougui,Sakho,Rougui Sakho,F,1977-12-17,7702199522,PEUL,+22225713714,rougui.sakho@nafadpay.mr,CASHIER,ACTIVE,2022-01-02,CDI,D,2022-01-02T22:54:59.282Z,2024-11-12T13:58:20.643Z
117,29,NKC-O-010,AG-NKC-O-010-01,Abdourahmane,Fall,Abdourahmane Fall,M,1995-08-23,9502563268,PEUL,+22246161842,abdourahmane.fall@nafadpay.mr,MANAGER,ACTIVE,2021-03-27,STAGE,B,2021-03-27T03:25:15.114Z,2023-10-16T00:30:01.726Z
118,29,NKC-O-010,AG-NKC-O-010-02,Safi,Koné,Safi Koné,F,1979-06-22,7902631345,WOLOF,+22232433214,safi.koné@nafadpay.mr,CASHIER,ACTIVE,2022-04-18,STAGE,C,2022-04-18T20:58:21.125Z,2024-12-17T17:55:01.478Z
119,29,NKC-O-010,AG-NKC-O-010-03,Mahamadou,Fofana,Mahamadou Fofana,M,1970-05-02,7002862151,SONINKE,+22233090919,mahamadou.fofana@nafadpay.mr,CASHIER,ACTIVE,2022-12-21,CDD,E,2022-12-21T08:50:47.427Z,2024-06-07T18:44:06.101Z
120,29,NKC-O-010,AG-NKC-O-010-04,Abeih,Bah,Abeih Bah,M,1997-07-19,9702590563,PEUL,+22225105182,abeih.bah@nafadpay.mr,CASHIER,ACTIVE,2023-03-16,CDI,D,2023-03-16T16:30:21.287Z,2024-10-04T00:00:00.495Z
121,29,NKC-O-010,AG-NKC-O-010-05,Ghali,Ould Jiddou,Ghali Ould Jiddou,M,1980-12-25,8002957630,MAURE,+22224667955,ghali.ouldjiddou@nafadpay.mr,CASHIER,ACTIVE,2023-05-11,CDI,C,2023-05-11T23:07:54.394Z,2024-02-10T23:16:21.854Z
122,30,NKC-O-011,AG-NKC-O-011-01,Defa,Mint Ghali,Defa Mint Ghali,F,1995-12-08,9502048435,MAURE,+22249620460,defa.mintghali@nafadpay.mr,MANAGER,ACTIVE,2023-02-26,STAGE,A,2023-02-26T03:21:08.102Z,2024-11-07T21:47:54.223Z
123,30,NKC-O-011,AG-NKC-O-011-02,Cheibany,Koita,Cheibany Koita,M,1975-09-09,7502655033,WOLOF,+22236709411,cheibany.koita@nafadpay.mr,CASHIER,ACTIVE,2020-11-01,CDI,C,2020-11-01T19:30:09.869Z,2024-10-09T15:59:11.893Z
124,30,NKC-O-011,AG-NKC-O-011-03,Khadijetou,Mint Hadrami,Khadijetou Mint Hadrami,F,1995-11-21,9502002895,MAURE,+22224219437,khadijetou.minthadrami@nafadpay.mr,CASHIER,ACTIVE,2020-06-27,CDI,D,2020-06-27T13:33:58.704Z,2022-09-08T04:13:18.891Z
125,31,NKC-O-012,AG-NKC-O-012-01,Brahim,Kouyaté,Brahim Kouyaté,M,1981-02-06,8102041118,SONINKE,+22232282712,brahim.kouyaté@nafadpay.mr,MANAGER,ACTIVE,2023-01-13,CDD,A,2023-01-13T01:18:49.679Z,2023-03-14T21:01:03.700Z
126,31,NKC-O-012,AG-NKC-O-012-02,Yero,Koita,Yero Koita,M,1977-06-18,7702016407,SONINKE,+22234498313,yero.koita@nafadpay.mr,CASHIER,ACTIVE,2023-08-10,STAGE,E,2023-08-10T16:35:43.763Z,2024-05-26T14:48:42.766Z
127,31,NKC-O-012,AG-NKC-O-012-03,Kadiatou,Sy,Kadiatou Sy,F,1982-03-13,8202824769,SONINKE,+22225043915,kadiatou.sy@nafadpay.mr,CASHIER,ACTIVE,2021-09-11,CDI,C,2021-09-11T00:05:55.181Z,2021-11-01T01:41:20.807Z
128,32,NKC-O-013,AG-NKC-O-013-01,Salka,Diop,Salka Diop,F,1985-09-18,8502941740,PEUL,+22225599043,salka.diop@nafadpay.mr,MANAGER,ACTIVE,2021-09-22,STAGE,A,2021-09-22T00:41:04.409Z,2024-03-20T23:44:14.817Z
129,32,NKC-O-013,AG-NKC-O-013-02,Ahmed Salem,Ould Khalil,Ahmed Salem Ould Khalil,M,2000-03-17,0002981921,MAURE,+22235636929,ahmed salem.ouldkhalil@nafadpay.mr,CASHIER,ACTIVE,2022-01-13,CDI,E,2022-01-13T09:12:58.768Z,2024-07-19T17:14:14.282Z
130,32,NKC-O-013,AG-NKC-O-013-03,Mohamed,Diop,Mohamed Diop,M,1984-01-09,8402774978,SONINKE,+22233579620,mohamed.diop@nafadpay.mr,CASHIER,ACTIVE,2021-12-15,CDI,E,2021-12-15T00:53:23.302Z,2022-05-06T20:53:29.154Z
131,32,NKC-O-013,AG-NKC-O-013-04,Abdellahi,Diallo,Abdellahi Diallo,M,2000-04-16,0002373094,SONINKE,+22223083966,abdellahi.diallo@nafadpay.mr,CASHIER,INACTIVE,2022-08-30,CDD,C,2022-08-30T07:29:00.107Z,2024-10-10T10:34:32.273Z
132,32,NKC-O-013,AG-NKC-O-013-05,Dado,Wane,Dado Wane,F,1972-05-07,7202449233,WOLOF,+22245050969,dado.wane@nafadpay.mr,CASHIER,ACTIVE,2020-09-23,STAGE,E,2020-09-23T01:19:58.892Z,2021-03-14T02:53:30.489Z
133,32,NKC-O-013,AG-NKC-O-013-06,Alassane,Diop,Alassane Diop,M,1981-11-23,8102508352,WOLOF,+22224846168,alassane.diop@nafadpay.mr,CASHIER,ACTIVE,2020-04-19,CDI,E,2020-04-19T00:10:15.029Z,2024-12-29T12:33:08.848Z
134,33,NKC-O-014,AG-NKC-O-014-01,Aichetou,Soumaré,Aichetou Soumaré,F,1986-11-01,8602172376,WOLOF,+22236945769,aichetou.soumaré@nafadpay.mr,MANAGER,ACTIVE,2023-05-05,STAGE,A,2023-05-05T13:57:26.432Z,2023-09-10T06:30:02.360Z
135,33,NKC-O-014,AG-NKC-O-014-02,Jemila,Mint Abdel Kader,Jemila Mint Abdel Kader,F,1979-01-20,7902697493,MAURE,+22223161239,jemila.mintabdelkader@nafadpay.mr,CASHIER,ACTIVE,2022-03-29,CDI,C,2022-03-29T08:28:28.622Z,2022-08-14T06:13:06.684Z
136,33,NKC-O-014,AG-NKC-O-014-03,Sira,Kouyaté,Sira Kouyaté,F,1982-07-14,8202323640,WOLOF,+22224412394,sira.kouyaté@nafadpay.mr,CASHIER,ACTIVE,2023-06-22,CDD,D,2023-06-22T17:20:18.867Z,2024-11-28T07:15:02.283Z
137,33,NKC-O-014,AG-NKC-O-014-04,Demba,Baldé,Demba Baldé,M,1988-01-16,8802046356,PEUL,+22225786455,demba.baldé@nafadpay.mr,CASHIER,INACTIVE,2022-01-13,STAGE,E,2022-01-13T04:16:32.225Z,2024-03-31T15:40:10.301Z
138,34,NKC-O-015,AG-NKC-O-015-01,Leila,Sy,Leila Sy,F,1971-11-02,7102718556,SONINKE,+22223154678,leila.sy@nafadpay.mr,MANAGER,ACTIVE,2023-09-17,CDI,B,2023-09-17T14:38:22.255Z,2023-09-28T13:25:40.233Z
139,34,NKC-O-015,AG-NKC-O-015-02,Abdallah,Niang,Abdallah Niang,M,1984-04-13,8402023032,SONINKE,+22237504095,abdallah.niang@nafadpay.mr,CASHIER,ACTIVE,2020-04-05,CDD,D,2020-04-05T13:39:59.218Z,2022-07-12T01:03:15.783Z
140,34,NKC-O-015,AG-NKC-O-015-03,Abdel Rahman,Ould Habiboullah,Abdel Rahman Ould Habiboullah,M,1975-01-13,7502650342,MAURE,+22245398403,abdel rahman.ouldhabiboullah@nafadpay.mr,CASHIER,ACTIVE,2023-12-12,STAGE,D,2023-12-12T15:15:36.474Z,2024-11-26T12:36:56.760Z
141,34,NKC-O-015,AG-NKC-O-015-04,Mouna,Mint Ethmane,Mouna Mint Ethmane,F,1992-02-10,9202273140,MAURE,+22225587841,mouna.mintethmane@nafadpay.mr,CASHIER,ACTIVE,2023-11-30,STAGE,C,2023-11-30T17:18:49.040Z,2024-12-21T17:00:56.266Z
142,34,NKC-O-015,AG-NKC-O-015-05,Harouna,Dia,Harouna Dia,M,1976-03-13,7602184299,PEUL,+22225609568,harouna.dia@nafadpay.mr,CASHIER,ACTIVE,2020-12-11,STAGE,D,2020-12-11T17:15:35.650Z,2022-05-13T09:16:39.478Z
143,35,NKC-O-016,AG-NKC-O-016-01,Mahjouba,Fall,Mahjouba Fall,F,1981-02-13,8102411917,WOLOF,+22223466161,mahjouba.fall@nafadpay.mr,MANAGER,ACTIVE,2020-05-01,CDI,B,2020-05-01T20:34:19.440Z,2023-10-20T03:41:09.160Z
144,35,NKC-O-016,AG-NKC-O-016-02,Jiddou,Ould Khatri,Jiddou Ould Khatri,M,1995-05-21,9502012087,MAURE,+22232189123,jiddou.ouldkhatri@nafadpay.mr,CASHIER,ACTIVE,2021-10-31,CDI,C,2021-10-31T20:28:45.232Z,2024-02-06T11:57:43.008Z
145,35,NKC-O-016,AG-NKC-O-016-03,Ahmed Baba,Wade,Ahmed Baba Wade,M,1975-11-18,7502467540,PEUL,+22222004049,ahmed baba.wade@nafadpay.mr,CASHIER,ACTIVE,2023-12-09,CDD,D,2023-12-09T05:21:51.271Z,2024-04-08T16:02:18.015Z
146,35,NKC-O-016,AG-NKC-O-016-04,Bassirou,Diop,Bassirou Diop,M,1977-06-28,7702283278,PEUL,+22241205812,bassirou.diop@nafadpay.mr,CASHIER,ACTIVE,2022-02-23,STAGE,E,2022-02-23T09:36:36.886Z,2022-09-09T16:30:53.285Z
147,35,NKC-O-016,AG-NKC-O-016-05,Salka,Mint Ahmedou,Salka Mint Ahmedou,F,1983-05-05,8302333035,MAURE,+22236265258,salka.mintahmedou@nafadpay.mr,CASHIER,INACTIVE,2023-10-24,STAGE,E,2023-10-24T04:47:18.233Z,2024-11-06T09:21:53.937Z
148,36,NKC-O-017,AG-NKC-O-017-01,Moustapha,Ould Abeih,Moustapha Ould Abeih,M,1981-07-21,8102801853,MAURE,+22237210271,moustapha.ouldabeih@nafadpay.mr,MANAGER,ACTIVE,2023-02-12,STAGE,B,2023-02-12T06:36:13.806Z,2023-02-23T15:46:51.618Z
149,36,NKC-O-017,AG-NKC-O-017-02,Limam,Ould Hamadi,Limam Ould Hamadi,M,1997-05-14,9702828781,MAURE,+22237638043,limam.ouldhamadi@nafadpay.mr,CASHIER,ACTIVE,2020-04-11,STAGE,E,2020-04-11T12:43:46.464Z,2022-07-05T15:04:39.191Z
150,36,NKC-O-017,AG-NKC-O-017-03,Cheikh Sidiya,Ould Salem,Cheikh Sidiya Ould Salem,M,1994-09-17,9402361836,MAURE,+22235130013,cheikh sidiya.ouldsalem@nafadpay.mr,CASHIER,INACTIVE,2020-10-25,CDD,E,2020-10-25T23:05:52.133Z,2023-05-13T20:08:02.526Z
151,36,NKC-O-017,AG-NKC-O-017-04,Anta,Bâ,Anta Bâ,F,1976-04-23,7602763225,PEUL,+22223182103,anta.bâ@nafadpay.mr,CASHIER,ACTIVE,2022-10-29,STAGE,C,2022-10-29T02:18:55.639Z,2023-06-16T11:35:24.485Z
152,36,NKC-O-017,AG-NKC-O-017-05,Souleymane,Diop,Souleymane Diop,M,1991-02-14,9102560430,SONINKE,+22233001354,souleymane.diop@nafadpay.mr,CASHIER,ACTIVE,2020-02-08,STAGE,E,2020-02-08T23:30:03.165Z,2020-04-07T22:00:10.765Z
153,37,NKC-O-018,AG-NKC-O-018-01,Awa,Diallo,Awa Diallo,F,1976-03-15,7602466933,SONINKE,+22241713040,awa.diallo@nafadpay.mr,MANAGER,ACTIVE,2021-11-04,CDI,A,2021-11-04T15:38:15.970Z,2022-07-04T20:29:22.103Z
154,37,NKC-O-018,AG-NKC-O-018-02,Mbarka,Kane,Mbarka Kane,F,1975-11-06,7502355153,PEUL,+22224234839,mbarka.kane@nafadpay.mr,CASHIER,ACTIVE,2021-12-26,CDI,C,2021-12-26T06:50:11.380Z,2022-06-26T13:42:44.981Z
155,37,NKC-O-018,AG-NKC-O-018-03,Aïssata,Wade,Aïssata Wade,F,1978-02-18,7802775950,SONINKE,+22235579591,aïssata.wade@nafadpay.mr,CASHIER,ACTIVE,2023-01-19,CDD,E,2023-01-19T12:57:15.864Z,2024-04-09T10:40:06.143Z
156,37,NKC-O-018,AG-NKC-O-018-04,Saad,Koné,Saad Koné,M,1992-04-20,9202335273,PEUL,+22223385844,saad.koné@nafadpay.mr,CASHIER,ACTIVE,2020-09-05,STAGE,C,2020-09-05T21:22:05.527Z,2023-12-24T02:57:35.094Z
157,37,NKC-O-018,AG-NKC-O-018-05,Dialika,Diakité,Dialika Diakité,F,1982-01-26,8202390363,PEUL,+22244495194,dialika.diakité@nafadpay.mr,CASHIER,ACTIVE,2022-12-25,CDD,E,2022-12-25T17:20:39.572Z,2024-09-25T01:20:37.597Z
158,38,NKC-O-019,AG-NKC-O-019-01,Saliou,Kanouté,Saliou Kanouté,M,1978-11-27,7802103001,PEUL,+22225977304,saliou.kanouté@nafadpay.mr,MANAGER,ACTIVE,2020-10-04,STAGE,A,2020-10-04T19:42:16.665Z,2024-07-16T14:40:21.010Z
159,38,NKC-O-019,AG-NKC-O-019-02,Hawa,Mint Vall,Hawa Mint Vall,F,1974-01-10,7402417320,MAURE,+22225907149,hawa.mintvall@nafadpay.mr,CASHIER,ACTIVE,2022-03-29,STAGE,E,2022-03-29T15:40:02.186Z,2022-07-27T19:13:56.792Z
160,38,NKC-O-019,AG-NKC-O-019-03,Boubacar,Ould Jiddou,Boubacar Ould Jiddou,M,1984-10-27,8402585204,MAURE,+22236614266,boubacar.ouldjiddou@nafadpay.mr,CASHIER,ACTIVE,2023-08-12,CDI,C,2023-08-12T03:02:02.887Z,2024-03-01T17:12:06.759Z
161,39,NKC-O-020,AG-NKC-O-020-01,Kelthoum,Mint Ghali,Kelthoum Mint Ghali,F,1998-06-15,9802258565,MAURE,+22248806626,kelthoum.mintghali@nafadpay.mr,MANAGER,ACTIVE,2020-06-09,CDI,B,2020-06-09T22:53:17.735Z,2024-01-20T00:32:21.550Z
162,39,NKC-O-020,AG-NKC-O-020-02,Taleb,Ould Horma,Taleb Ould Horma,M,1987-06-03,8702632075,MAURE,+22223507346,taleb.ouldhorma@nafadpay.mr,CASHIER,ACTIVE,2020-04-04,CDI,E,2020-04-04T04:05:50.045Z,2021-03-01T19:46:32.573Z
163,39,NKC-O-020,AG-NKC-O-020-03,Vadel,Ould Bouha,Vadel Ould Bouha,M,1996-02-03,9602383012,MAURE,+22234116225,vadel.ouldbouha@nafadpay.mr,CASHIER,INACTIVE,2020-09-16,CDD,C,2020-09-16T16:13:16.648Z,2021-09-06T12:56:18.131Z
164,39,NKC-O-020,AG-NKC-O-020-04,Hawa,Diop,Hawa Diop,F,1989-03-13,8902204465,SONINKE,+22234546437,hawa.diop@nafadpay.mr,CASHIER,ACTIVE,2020-08-02,CDI,E,2020-08-02T07:03:43.322Z,2023-03-25T13:20:05.258Z
165,40,NKC-O-021,AG-NKC-O-021-01,Wedadi,Ould Hamoud,Wedadi Ould Hamoud,M,1979-02-05,7902245166,MAURE,+22222837529,wedadi.ouldhamoud@nafadpay.mr,MANAGER,ACTIVE,2023-10-17,CDD,A,2023-10-17T14:44:54.590Z,2024-03-28T03:55:23.585Z
166,40,NKC-O-021,AG-NKC-O-021-02,Ghalia,Kanouté,Ghalia Kanouté,F,1971-08-13,7102468996,SONINKE,+22241466333,ghalia.kanouté@nafadpay.mr,CASHIER,ACTIVE,2023-01-18,CDD,C,2023-01-18T08:26:34.572Z,2024-08-03T20:43:12.942Z
167,41,NKC-O-022,AG-NKC-O-022-01,Yacouba,Fall,Yacouba Fall,M,1988-05-28,8802323499,WOLOF,+22235192452,yacouba.fall@nafadpay.mr,MANAGER,ACTIVE,2021-05-13,CDI,A,2021-05-13T04:37:07.902Z,2023-05-03T21:10:32.362Z
168,41,NKC-O-022,AG-NKC-O-022-02,Sira,Diop,Sira Diop,F,1988-06-02,8802620972,PEUL,+22244188871,sira.diop@nafadpay.mr,CASHIER,ACTIVE,2022-04-17,CDD,C,2022-04-17T02:38:20.401Z,2023-04-02T04:26:05.536Z
169,41,NKC-O-022,AG-NKC-O-022-03,Cheibany,Koita,Cheibany Koita,M,1973-09-09,7302723598,SONINKE,+22234975770,cheibany.koita@nafadpay.mr,CASHIER,ACTIVE,2021-03-19,CDD,C,2021-03-19T05:32:58.435Z,2021-10-26T06:22:05.191Z
170,42,NKC-O-023,AG-NKC-O-023-01,Moctar,Ould Khatri,Moctar Ould Khatri,M,1971-03-28,7102395007,MAURE,+22246461043,moctar.ouldkhatri@nafadpay.mr,MANAGER,ACTIVE,2023-12-21,CDI,A,2023-12-21T01:03:50.963Z,2024-05-21T02:52:35.271Z
171,42,NKC-O-023,AG-NKC-O-023-02,Sakouba,Diop,Sakouba Diop,M,1994-02-13,9402226779,PEUL,+22245487999,sakouba.diop@nafadpay.mr,CASHIER,ACTIVE,2020-06-01,CDD,C,2020-06-01T14:09:45.587Z,2023-02-09T16:29:56.630Z
172,42,NKC-O-023,AG-NKC-O-023-03,Hawa,Mint Maloum,Hawa Mint Maloum,F,1982-04-21,8202003117,MAURE,+22233509537,hawa.mintmaloum@nafadpay.mr,CASHIER,ACTIVE,2020-08-10,CDI,E,2020-08-10T06:07:39.920Z,2021-03-28T00:16:43.338Z
173,42,NKC-O-023,AG-NKC-O-023-04,Abdel Rahman,Touré,Abdel Rahman Touré,M,1994-09-16,9402235342,WOLOF,+22225395333,abdel rahman.touré@nafadpay.mr,CASHIER,INACTIVE,2020-11-28,CDD,D,2020-11-28T20:01:51.768Z,2024-02-19T22:33:07.151Z
174,43,NKC-S-001,AG-NKC-S-001-01,Bintou,Tall,Bintou Tall,F,1993-09-27,9303394225,PEUL,+22236273672,bintou.tall@nafadpay.mr,MANAGER,ACTIVE,2022-01-16,STAGE,A,2022-01-16T19:55:00.209Z,2022-01-22T17:10:16.486Z
175,43,NKC-S-001,AG-NKC-S-001-02,Saadbouh,Ould Abeih,Saadbouh Ould Abeih,M,1971-06-07,7103181450,MAURE,+22249134470,saadbouh.ouldabeih@nafadpay.mr,CASHIER,ACTIVE,2023-03-14,STAGE,D,2023-03-14T02:30:46.827Z,2024-03-10T19:35:48.361Z
176,43,NKC-S-001,AG-NKC-S-001-03,Lehbib,Ould Jiddou,Lehbib Ould Jiddou,M,1998-02-23,9803739267,MAURE,+22237750127,lehbib.ouldjiddou@nafadpay.mr,CASHIER,ACTIVE,2023-04-12,CDI,D,2023-04-12T01:43:34.248Z,2023-08-23T06:24:38.017Z
177,43,NKC-S-001,AG-NKC-S-001-04,Oumou,Ndiaye,Oumou Ndiaye,F,1999-12-09,9903403637,SONINKE,+22234024070,oumou.ndiaye@nafadpay.mr,CASHIER,ACTIVE,2020-04-13,STAGE,C,2020-04-13T23:39:04.056Z,2020-05-12T16:18:12.802Z
178,44,NKC-S-002,AG-NKC-S-002-01,Banna,Wane,Banna Wane,F,1979-08-16,7903670787,WOLOF,+22232992665,banna.wane@nafadpay.mr,MANAGER,ACTIVE,2020-01-08,CDI,A,2020-01-08T02:10:27.511Z,2021-05-22T06:26:26.280Z
179,44,NKC-S-002,AG-NKC-S-002-02,Adama,Thiam,Adama Thiam,M,1990-02-14,9003042468,WOLOF,+22237541384,adama.thiam@nafadpay.mr,CASHIER,ACTIVE,2021-03-26,CDD,C,2021-03-26T17:00:12.144Z,2022-08-15T13:46:52.518Z
180,45,NKC-S-003,AG-NKC-S-003-01,Cheikhna,Sow,Cheikhna Sow,M,1983-05-06,8303037284,PEUL,+22242230083,cheikhna.sow@nafadpay.mr,MANAGER,ACTIVE,2022-09-12,CDD,A,2022-09-12T11:31:35.725Z,2024-09-26T04:00:24.965Z
181,45,NKC-S-003,AG-NKC-S-003-02,Ghali,Ould Khatri,Ghali Ould Khatri,M,1985-02-10,8503479747,MAURE,+22224286919,ghali.ouldkhatri@nafadpay.mr,CASHIER,ACTIVE,2022-08-26,CDD,E,2022-08-26T02:00:35.071Z,2024-05-06T08:51:29.421Z
