id,code,mcc,name,category_code,category_label,owner_first_name,owner_last_name,owner_full_name,owner_gender,owner_ethnicity,phone,email,wilaya_id,wilaya_name,moughataa_id,moughataa_name,address,latitude,longitude,commission_rate,avg_transaction_min,avg_transaction_max,status,registration_date,created_at,updated_at
77,MRC563322,4121,undefined Al Amane Brakna,TRN,,Isselmou,Dia,Isselmou Dia,M,SONINKE,+22223173562,undefinedalaman@nafadpay.mr,6,Brakna,18,,23 Avenue Nasser,NaN,NaN,0.0238,200,3000,ACTIVE,2024-12-02,2024-12-02T05:02:34.659Z,2024-12-06T06:38:09.521Z
78,MRC980370,5912,undefined El Baraka Nouakchott-Ouest,SAN,,Nouh,Diop,Nouh Diop,M,PEUL,+22247468086,undefinedelbara@nafadpay.mr,2,Nouakchott-Ouest,5,,16 Avenue Principale,NaN,NaN,0.0056,500,50000,ACTIVE,2021-11-15,2021-11-15T14:50:01.766Z,2024-07-21T16:24:16.570Z
79,MRC977497,5812,undefined Teyarett Nouakchott-Nord,RST,,Zein,Ould Hamadi,Zein Ould Hamadi,M,MAURE,+22224019311,undefinedteyare@nafadpay.mr,1,Nouakchott-Nord,1,,193 Avenue Gamal,NaN,NaN,0.0131,300,5000,ACTIVE,2024-04-22,2024-04-22T21:08:03.426Z,2024-09-13T13:25:09.065Z
80,MRC041977,4121,undefined de la Paix Nouakchott-Ouest,TRN,,Kalilou,Kouyaté,Kalilou Kouyaté,M,PEUL,+22222333036,undefineddelapa@nafadpay.mr,2,Nouakchott-Ouest,4,,137 Avenue Nasser,NaN,NaN,0.0288,200,3000,INACTIVE,2023-06-07,2023-06-07T20:28:39.437Z,2024-08-27T16:07:08.997Z
81,MRC333572,7299,undefined El Wafa Nouakchott-Sud,SRV,,Tamba,Kane,Tamba Kane,M,SONINKE,+22236801853,undefinedelwafa@nafadpay.mr,3,Nouakchott-Sud,7,,189 Avenue Nasser,NaN,NaN,0.0245,1000,20000,ACTIVE,2023-05-29,2023-05-29T18:54:19.266Z,2024-07-11T20:09:22.552Z
82,MRC990112,4121,undefined Center Nouakchott-Nord,TRN,,Youssouf,Sène,Youssouf Sène,M,PEUL,+22236328276,undefinedcenter@nafadpay.mr,1,Nouakchott-Nord,3,,68 Avenue Nasser,NaN,NaN,0.0144,200,3000,ACTIVE,2023-10-03,2023-10-03T10:15:46.855Z,2023-12-19T20:48:13.877Z
83,MRC701469,4121,undefined Plus Tagant,TRN,,Pape,Bathily,Pape Bathily,M,PEUL,+22224623604,undefinedplusta@nafadpay.mr,13,Tagant,49,,69 Avenue Nasser,NaN,NaN,0.0108,200,3000,ACTIVE,2021-10-08,2021-10-08T23:32:29.507Z,2023-12-29T14:37:49.596Z
84,MRC953886,5651,undefined du Marché Brakna,HAB,,Jiddou,Ould Khatri,Jiddou Ould Khatri,M,MAURE,+22237477158,undefineddumarc@nafadpay.mr,6,Brakna,17,,19 Avenue Nasser,NaN,NaN,0.0111,2000,30000,ACTIVE,2022-02-24,2022-02-24T05:28:55.527Z,2024-06-16T12:04:11.148Z
85,MRC385791,5541,undefined Essalem Nouakchott-Ouest,CRB,,Ethmane,Ould Mohamed,Ethmane Ould Mohamed,M,MAURE,+22245657145,undefinedessale@nafadpay.mr,2,Nouakchott-Ouest,6,,26 Avenue Nasser,NaN,NaN,0.0298,1000,20000,ACTIVE,2024-04-30,2024-04-30T03:18:50.377Z,2024-09-23T03:22:00.570Z
86,MRC657420,4121,undefined El Baraka Nouakchott-Sud,TRN,,Cheikhna,Ndiaye,Cheikhna Ndiaye,M,PEUL,+22225363164,undefinedelbara@nafadpay.mr,3,Nouakchott-Sud,7,,78 Avenue Nasser,NaN,NaN,0.0071,200,3000,ACTIVE,2024-11-06,2024-11-06T04:55:47.439Z,2024-12-26T04:23:07.608Z
87,MRC007774,5411,undefined El Mouna Nouakchott-Ouest,ALM,,Mokhtar,Ould Salem,Mokhtar Ould Salem,M,MAURE,+22236186317,undefinedelmoun@nafadpay.mr,2,Nouakchott-Ouest,6,,2 Avenue Gamal,NaN,NaN,0.0067,200,5000,ACTIVE,2022-05-16,2022-05-16T23:18:33.851Z,2023-08-05T10:06:49.712Z
88,MRC181454,5411,undefined du Marché Nouakchott-Sud,ALM,,Hafsata,Mbaye,Hafsata Mbaye,F,WOLOF,+22247621737,undefineddumarc@nafadpay.mr,3,Nouakchott-Sud,7,,64 Avenue Nasser,NaN,NaN,0.0278,200,5000,ACTIVE,2023-03-16,2023-03-16T22:18:20.148Z,2024-11-10T21:19:43.780Z
89,MRC471308,5411,undefined Ksar Gorgol,ALM,,Oumou,Koita,Oumou Koita,F,SONINKE,+22249377033,undefinedksargo@nafadpay.mr,7,Gorgol,25,,123 Avenue Principale,NaN,NaN,0.0284,200,5000,ACTIVE,2021-10-14,2021-10-14T12:09:51.295Z,2022-11-19T20:34:08.275Z
90,MRC349571,5411,undefined de la Paix Adrar,ALM,,Youssouf,Ly,Youssouf Ly,M,WOLOF,+22222640788,undefineddelapa@nafadpay.mr,12,Adrar,45,,155 Avenue de la Paix,NaN,NaN,0.0284,200,5000,ACTIVE,2024-11-01,2024-11-01T19:06:41.524Z,2024-11-02T13:48:35.047Z
91,MRC127937,5912,undefined de Nouakchott Dakhlet Nouadhibou,SAN,,Ibrahima,Thiaw,Ibrahima Thiaw,M,WOLOF,+22222038406,undefineddenoua@nafadpay.mr,4,Dakhlet Nouadhibou,10,,93 Avenue Nasser,NaN,NaN,0.0055,500,50000,ACTIVE,2022-09-10,2022-09-10T06:26:24.548Z,2023-01-22T20:11:25.220Z
92,MRC177282,5812,undefined Essalem Tagant,RST,,Seynabou,Diakité,Seynabou Diakité,F,PEUL,+22225118091,undefinedessale@nafadpay.mr,13,Tagant,50,,68 Avenue de la Paix,NaN,NaN,0.0156,300,5000,ACTIVE,2023-02-03,2023-02-03T23:00:37.710Z,2023-06-19T19:31:52.092Z
93,MRC230083,5411,undefined Teyarett Guidimaka,ALM,,Yaya,Tall,Yaya Tall,M,PEUL,+22224106665,undefinedteyare@nafadpay.mr,8,Guidimaka,27,,33 Avenue Principale,NaN,NaN,0.0151,200,5000,ACTIVE,2022-08-14,2022-08-14T01:06:44.797Z,2024-12-29T23:22:18.396Z
94,MRC311628,7011,undefined Al Madina Guidimaka,HTL,,Moulaye,Diop,Moulaye Diop,M,PEUL,+22232286010,undefinedalmadi@nafadpay.mr,8,Guidimaka,27,,49 Avenue Gamal,NaN,NaN,0.0263,20000,200000,ACTIVE,2023-04-21,2023-04-21T13:24:54.421Z,2024-02-13T20:36:04.635Z
95,MRC215527,5651,undefined Al Amane Dakhlet Nouadhibou,HAB,,Samba,Kouyaté,Samba Kouyaté,M,WOLOF,+22237765414,undefinedalaman@nafadpay.mr,4,Dakhlet Nouadhibou,10,,31 Avenue de la Paix,NaN,NaN,0.0109,2000,30000,ACTIVE,2021-05-16,2021-05-16T18:50:19.913Z,2023-10-22T11:00:15.339Z
96,MRC580077,5651,undefined Al Madina Nouakchott-Nord,HAB,,Djibril,Cissé,Djibril Cissé,M,SONINKE,+22223332011,undefinedalmadi@nafadpay.mr,1,Nouakchott-Nord,2,,71 Avenue Gamal,NaN,NaN,0.0155,2000,30000,INACTIVE,2021-01-19,2021-01-19T18:44:00.427Z,2021-03-28T09:53:26.656Z
97,MRC080633,7299,undefined Al Madina Nouakchott-Ouest,SRV,,Sidina,Ould Zein,Sidina Ould Zein,M,MAURE,+22235913787,undefinedalmadi@nafadpay.mr,2,Nouakchott-Ouest,5,,151 Avenue Principale,NaN,NaN,0.0087,1000,20000,ACTIVE,2023-09-02,2023-09-02T22:47:43.666Z,2024-03-31T13:15:35.779Z
98,MRC499650,4812,undefined Plus Nouakchott-Nord,TEL,,Mahmoud,Ould Vall,Mahmoud Ould Vall,M,MAURE,+22236483711,undefinedplusno@nafadpay.mr,1,Nouakchott-Nord,3,,198 Avenue Principale,NaN,NaN,0.0084,500,10000,ACTIVE,2022-11-19,2022-11-19T02:41:50.403Z,2024-11-28T06:41:41.131Z
99,MRC106923,5411,undefined Capital Nouakchott-Sud,ALM,,Lehbib,Ould El Mokhtar,Lehbib Ould El Mokhtar,M,MAURE,+22223559287,undefinedcapita@nafadpay.mr,3,Nouakchott-Sud,9,,168 Avenue Principale,NaN,NaN,0.0117,200,5000,ACTIVE,2023-02-13,2023-02-13T21:42:18.944Z,2024-08-20T04:57:59.327Z
100,MRC895821,4812,undefined Essalem Nouakchott-Ouest,TEL,,Kéba,Sall,Kéba Sall,M,PEUL,+22222707838,undefinedessale@nafadpay.mr,2,Nouakchott-Ouest,5,,143 Avenue Gamal,NaN,NaN,0.0292,500,10000,ACTIVE,2021-12-19,2021-12-19T16:11:26.783Z,2024-03-28T13:59:04.490Z
101,MRC838320,4812,undefined de Nouakchott Nouakchott-Nord,TEL,,Ghalia,Anne,Ghalia Anne,F,PEUL,+22235486651,undefineddenoua@nafadpay.mr,1,Nouakchott-Nord,2,,171 Avenue Nasser,NaN,NaN,0.0146,500,10000,INACTIVE,2021-09-13,2021-09-13T06:34:50.310Z,2021-10-12T22:53:57.868Z
102,MRC186372,5999,undefined Capital Nouakchott-Nord,AUT,,Rokaya,Mint Khalil,Rokaya Mint Khalil,F,MAURE,+22224935396,undefinedcapita@nafadpay.mr,1,Nouakchott-Nord,2,,33 Avenue Gamal,NaN,NaN,0.0221,500,50000,ACTIVE,2021-12-30,2021-12-30T01:24:16.293Z,2024-06-08T19:31:58.974Z
103,MRC825221,5411,undefined Teyarett Hodh Ech Chargui,ALM,,Amady,Diakité,Amady Diakité,M,WOLOF,+22233527705,undefinedteyare@nafadpay.mr,10,Hodh Ech Chargui,40,,96 Avenue Gamal,NaN,NaN,0.0293,200,5000,ACTIVE,2021-03-28,2021-03-28T11:25:50.449Z,2022-12-31T19:59:05.653Z
104,MRC988739,5411,undefined du Marché Gorgol,ALM,,Mahfoudh,Ba,Mahfoudh Ba,M,WOLOF,+22223994933,undefineddumarc@nafadpay.mr,7,Gorgol,22,,191 Avenue du Commerce,NaN,NaN,0.0124,200,5000,ACTIVE,2024-08-03,2024-08-03T05:43:40.841Z,2024-10-24T08:57:00.031Z
105,MRC289887,8211,undefined El Baraka Nouakchott-Ouest,EDU,,Taleb,Ould Eleya,Taleb Ould Eleya,M,MAURE,+22224741315,undefinedelbara@nafadpay.mr,2,Nouakchott-Ouest,4,,89 Avenue du Commerce,NaN,NaN,0.0211,10000,100000,ACTIVE,2023-09-05,2023-09-05T08:48:09.938Z,2024-03-18T02:15:33.260Z
106,MRC235377,5912,undefined du Sahel Nouakchott-Sud,SAN,,Khadija,Sakho,Khadija Sakho,F,WOLOF,+22223337845,undefineddusahe@nafadpay.mr,3,Nouakchott-Sud,8,,115 Avenue Gamal,NaN,NaN,0.0064,500,50000,ACTIVE,2021-01-14,2021-01-14T23:16:42.914Z,2024-08-03T20:41:27.769Z
107,MRC907553,5411,undefined El Khair Nouakchott-Sud,ALM,,Maguette,Mbaye,Maguette Mbaye,M,WOLOF,+22235626365,undefinedelkhai@nafadpay.mr,3,Nouakchott-Sud,7,,49 Avenue de la Paix,NaN,NaN,0.0056,200,5000,INACTIVE,2021-05-16,2021-05-16T06:53:32.558Z,2021-07-28T18:10:03.685Z
108,MRC634084,4812,undefined El Khair Inchiri,TEL,,Hacen,Sall,Hacen Sall,M,PEUL,+22225938708,undefinedelkhai@nafadpay.mr,14,Inchiri,52,,43 Avenue du Commerce,NaN,NaN,0.0079,500,10000,ACTIVE,2021-06-26,2021-06-26T13:03:50.541Z,2023-05-21T22:54:24.395Z
109,MRC639247,4121,undefined Al Madina Gorgol,TRN,,Koumba,Ndiaye,Koumba Ndiaye,F,SONINKE,+22222495392,undefinedalmadi@nafadpay.mr,7,Gorgol,24,,115 Avenue de la Paix,NaN,NaN,0.0129,200,3000,ACTIVE,2024-04-01,2024-04-01T17:21:42.147Z,2024-10-20T06:11:23.358Z
110,MRC256068,5411,undefined Teyarett Nouakchott-Ouest,ALM,,Yaya,Bathily,Yaya Bathily,M,WOLOF,+22224751817,undefinedteyare@nafadpay.mr,2,Nouakchott-Ouest,5,,98 Avenue Principale,NaN,NaN,0.0093,200,5000,ACTIVE,2023-03-05,2023-03-05T05:18:30.021Z,2023-07-19T17:00:48.346Z
111,MRC201006,5211,undefined de la Paix Gorgol,BTP,,Samba,Thiam,Samba Thiam,M,WOLOF,+22222102645,undefineddelapa@nafadpay.mr,7,Gorgol,23,,88 Avenue du Commerce,NaN,NaN,0.0153,5000,500000,ACTIVE,2022-08-26,2022-08-26T20:54:24.481Z,2023-01-01T16:06:45.729Z
112,MRC109770,7011,undefined de la Corniche Dakhlet Nouadhibou,HTL,,Sakouba,Sy,Sakouba Sy,M,PEUL,+22222022504,undefineddelaco@nafadpay.mr,4,Dakhlet Nouadhibou,10,,78 Avenue Gamal,NaN,NaN,0.0279,20000,200000,ACTIVE,2022-08-12,2022-08-12T05:55:23.717Z,2024-12-29T12:39:06.012Z
113,MRC371022,5411,undefined Al Amane Nouakchott-Ouest,ALM,,Ely,Ould Nenni,Ely Ould Nenni,M,MAURE,+22222736477,undefinedalaman@nafadpay.mr,2,Nouakchott-Ouest,6,,93 Avenue Nasser,NaN,NaN,0.0171,200,5000,ACTIVE,2023-06-24,2023-06-24T23:57:02.057Z,2023-11-26T23:36:51.897Z
114,MRC950848,5812,undefined Ksar Nouakchott-Ouest,RST,,Coumba,Touré,Coumba Touré,F,WOLOF,+22248293475,undefinedksarno@nafadpay.mr,2,Nouakchott-Ouest,5,,29 Avenue Gamal,NaN,NaN,0.0116,300,5000,ACTIVE,2023-01-31,2023-01-31T23:40:52.975Z,2024-10-25T15:56:12.005Z
115,MRC773540,5732,undefined du Sahel Nouakchott-Sud,ELC,,Moctar,Diakité,Moctar Diakité,M,WOLOF,+22232973814,undefineddusahe@nafadpay.mr,3,Nouakchott-Sud,9,,106 Avenue de la Paix,NaN,NaN,0.0247,5000,200000,INACTIVE,2022-12-31,2022-12-31T15:16:11.577Z,2024-12-25T21:43:47.594Z
116,MRC175828,5411,undefined Al Madina Assaba,ALM,,Mohamed Vall,Ould Dah,Mohamed Vall Ould Dah,M,MAURE,+22246741315,undefinedalmadi@nafadpay.mr,9,Assaba,33,,192 Avenue Nasser,NaN,NaN,0.0063,200,5000,ACTIVE,2021-09-13,2021-09-13T23:02:52.039Z,2023-04-01T02:23:11.543Z
117,MRC906875,5411,undefined Essalem Nouakchott-Ouest,ALM,,Tidiane,Diop,Tidiane Diop,M,SONINKE,+22232741315,undefinedessale@nafadpay.mr,2,Nouakchott-Ouest,5,,199 Avenue Principale,NaN,NaN,0.0086,200,5000,ACTIVE,2024-12-22,2024-12-22T10:47:00.921Z,2024-12-26T15:16:20.794Z
118,MRC532585,4121,undefined du Progrès Nouakchott-Nord,TRN,,Cheikh Sidiya,Ould Moulaye,Cheikh Sidiya Ould Moulaye,M,MAURE,+22225908869,undefinedduprog@nafadpay.mr,1,Nouakchott-Nord,2,,183 Avenue de la Paix,NaN,NaN,0.0085,200,3000,ACTIVE,2022-08-14,2022-08-14T06:53:17.951Z,2024-06-04T17:40:50.596Z
119,MRC625259,5411,undefined de la Corniche Tiris Zemmour,ALM,,Maloum,Ould Soufi,Maloum Ould Soufi,M,MAURE,+22222338035,undefineddelaco@nafadpay.mr,15,Tiris Zemmour,55,,93 Avenue de la Paix,NaN,NaN,0.0079,200,5000,ACTIVE,2023-02-12,2023-02-12T15:01:28.237Z,2024-10-01T16:46:06.786Z
120,MRC214376,5411,undefined Central Nouakchott-Sud,ALM,,Taleb,Sall,Taleb Sall,M,WOLOF,+22232188912,undefinedcentra@nafadpay.mr,3,Nouakchott-Sud,7,,81 Avenue Principale,NaN,NaN,0.0076,200,5000,ACTIVE,2022-08-20,2022-08-20T13:31:29.116Z,2022-12-05T10:56:53.673Z
121,MRC552469,5411,undefined Al Amane Nouakchott-Nord,ALM,,Daouda,Thiam,Daouda Thiam,M,WOLOF,+22225398944,undefinedalaman@nafadpay.mr,1,Nouakchott-Nord,2,,6 Avenue Nasser,NaN,NaN,0.0074,200,5000,ACTIVE,2023-08-30,2023-08-30T01:53:48.852Z,2024-08-03T05:14:37.021Z
122,MRC437575,5411,undefined Teyarett Nouakchott-Sud,ALM,,Abdellahi,Anne,Abdellahi Anne,M,WOLOF,+22222751836,undefinedteyare@nafadpay.mr,3,Nouakchott-Sud,9,,181 Avenue du Commerce,NaN,NaN,0.0052,200,5000,ACTIVE,2024-01-21,2024-01-21T20:41:44.447Z,2024-12-02T12:35:38.676Z
123,MRC178995,5411,undefined de la Paix Inchiri,ALM,,Siaka,Ndour,Siaka Ndour,M,WOLOF,+22225507422,undefineddelapa@nafadpay.mr,14,Inchiri,52,,175 Avenue Gamal,NaN,NaN,0.0053,200,5000,ACTIVE,2023-05-21,2023-05-21T11:11:39.603Z,2024-07-02T23:24:43.309Z
124,MRC761463,5411,undefined Ksar Nouakchott-Ouest,ALM,,Mohamed,Ould Nagi,Mohamed Ould Nagi,M,MAURE,+22233665326,undefinedksarno@nafadpay.mr,2,Nouakchott-Ouest,5,,188 Avenue Gamal,NaN,NaN,0.011,200,5000,ACTIVE,2021-09-16,2021-09-16T01:28:51.496Z,2022-04-02T08:11:33.562Z
125,MRC118482,4121,undefined El Khair Trarza,TRN,,Ghali,Ould Saad,Ghali Ould Saad,M,MAURE,+22225104198,undefinedelkhai@nafadpay.mr,5,Trarza,13,,85 Avenue de la Paix,NaN,NaN,0.0095,200,3000,ACTIVE,2021-07-24,2021-07-24T16:53:37.502Z,2022-08-14T02:29:02.597Z
126,MRC243895,5411,undefined du Progrès Nouakchott-Ouest,ALM,,Nouh,Ould Ghali,Nouh Ould Ghali,M,MAURE,+22222548032,undefinedduprog@nafadpay.mr,2,Nouakchott-Ouest,6,,89 Avenue du Commerce,NaN,NaN,0.0091,200,5000,INACTIVE,2022-04-26,2022-04-26T11:53:39.095Z,2024-06-29T17:12:03.533Z
127,MRC117953,5651,undefined Capital Assaba,HAB,,Aïssata,Cissé,Aïssata Cissé,F,WOLOF,+22235932107,undefinedcapita@nafadpay.mr,9,Assaba,31,,182 Avenue du Commerce,NaN,NaN,0.0245,2000,30000,ACTIVE,2023-09-22,2023-09-22T00:04:57.989Z,2024-11-20T00:14:58.384Z
128,MRC449775,5411,undefined Essalem Gorgol,ALM,,Mansour,Touré,Mansour Touré,M,PEUL,+22225526218,undefinedessale@nafadpay.mr,7,Gorgol,25,,43 Avenue du Commerce,NaN,NaN,0.0084,200,5000,ACTIVE,2022-02-26,2022-02-26T07:35:55.891Z,2024-04-12T00:11:55.716Z
129,MRC053504,5812,undefined Central Dakhlet Nouadhibou,RST,,Zeinab,Soumaré,Zeinab Soumaré,F,PEUL,+22234312907,undefinedcentra@nafadpay.mr,4,Dakhlet Nouadhibou,10,,147 Avenue Principale,NaN,NaN,0.0145,300,5000,ACTIVE,2023-03-30,2023-03-30T01:23:31.611Z,2024-03-03T10:21:24.749Z
130,MRC812968,5812,undefined Capital Nouakchott-Sud,RST,,Cheikh,Sow,Cheikh Sow,M,PEUL,+22234457977,undefinedcapita@nafadpay.mr,3,Nouakchott-Sud,8,,59 Avenue du Commerce,NaN,NaN,0.0084,300,5000,ACTIVE,2024-08-19,2024-08-19T16:35:19.178Z,2024-12-10T12:14:15.106Z
131,MRC762923,5541,undefined Central Nouakchott-Sud,CRB,,Vadel,Ould Lemrabott,Vadel Ould Lemrabott,M,MAURE,+22225538669,undefinedcentra@nafadpay.mr,3,Nouakchott-Sud,8,,42 Avenue Gamal,NaN,NaN,0.0128,1000,20000,ACTIVE,2024-09-03,2024-09-03T02:11:49.921Z,2024-09-11T15:06:03.864Z
132,MRC558103,5812,undefined El Mouna Nouakchott-Nord,RST,,Jiddou,Koita,Jiddou Koita,M,PEUL,+22222315921,undefinedelmoun@nafadpay.mr,1,Nouakchott-Nord,1,,59 Avenue Principale,NaN,NaN,0.0212,300,5000,ACTIVE,2022-03-02,2022-03-02T21:36:39.493Z,2022-03-03T02:39:40.574Z
133,MRC312976,4812,undefined El Baraka Nouakchott-Nord,TEL,,Aichetou,Sakho,Aichetou Sakho,F,PEUL,+22234093137,undefinedelbara@nafadpay.mr,1,Nouakchott-Nord,2,,59 Avenue du Commerce,NaN,NaN,0.0074,500,10000,ACTIVE,2022-09-20,2022-09-20T22:24:56.071Z,2023-12-20T01:19:19.929Z
134,MRC284489,5812,undefined de la Paix Nouakchott-Sud,RST,,Vadel,Ould Cheikh,Vadel Ould Cheikh,M,MAURE,+22223884945,undefineddelapa@nafadpay.mr,3,Nouakchott-Sud,7,,95 Avenue du Commerce,NaN,NaN,0.0218,300,5000,ACTIVE,2024-05-03,2024-05-03T15:31:57.190Z,2024-09-21T05:41:05.214Z
135,MRC597999,5411,undefined Capital Nouakchott-Nord,ALM,,Safiya,Mint Horma,Safiya Mint Horma,F,MAURE,+22233058096,undefinedcapita@nafadpay.mr,1,Nouakchott-Nord,3,,192 Avenue de la Paix,NaN,NaN,0.0261,200,5000,ACTIVE,2024-09-10,2024-09-10T07:19:23.183Z,2024-12-12T00:41:35.535Z
136,MRC590270,5411,undefined El Mouna Nouakchott-Nord,ALM,,Fodié,Soumaré,Fodié Soumaré,M,PEUL,+22233741315,undefinedelmoun@nafadpay.mr,1,Nouakchott-Nord,1,,124 Avenue Principale,NaN,NaN,0.025,200,5000,ACTIVE,2021-07-01,2021-07-01T17:28:28.532Z,2022-01-03T07:22:30.714Z
137,MRC859853,5912,undefined El Khair Nouakchott-Nord,SAN,,Lamine,Sarr,Lamine Sarr,M,SONINKE,+22234507673,undefinedelkhai@nafadpay.mr,1,Nouakchott-Nord,3,,149 Avenue de la Paix,NaN,NaN,0.03,500,50000,INACTIVE,2022-10-25,2022-10-25T17:27:56.334Z,2024-11-07T06:10:06.847Z
138,MRC634396,4121,undefined Teyarett Nouakchott-Ouest,TRN,,Sidina,Ould El Ghassem,Sidina Ould El Ghassem,M,MAURE,+22222312583,undefinedteyare@nafadpay.mr,2,Nouakchott-Ouest,6,,159 Avenue Principale,NaN,NaN,0.0229,200,3000,INACTIVE,2022-03-30,2022-03-30T20:09:20.211Z,2023-01-01T17:37:00.156Z
139,MRC063704,5651,undefined de la Paix Nouakchott-Sud,HAB,,Habiboullah,Ould Isselmou,Habiboullah Ould Isselmou,M,MAURE,+22247799968,undefineddelapa@nafadpay.mr,3,Nouakchott-Sud,8,,96 Avenue de la Paix,NaN,NaN,0.028,2000,30000,ACTIVE,2023-11-26,2023-11-26T10:35:56.123Z,2024-11-20T01:35:30.358Z
140,MRC710736,5812,undefined El Khair Nouakchott-Sud,RST,,Nouhoum,Guèye,Nouhoum Guèye,M,PEUL,+22223758422,undefinedelkhai@nafadpay.mr,3,Nouakchott-Sud,7,,88 Avenue Gamal,NaN,NaN,0.0281,300,5000,ACTIVE,2023-03-29,2023-03-29T13:55:18.535Z,2024-11-30T06:14:14.700Z
141,MRC816065,5411,undefined El Khair Nouakchott-Ouest,ALM,,Mahfoudh,Ould Moulaye,Mahfoudh Ould Moulaye,M,MAURE,+22225759015,undefinedelkhai@nafadpay.mr,2,Nouakchott-Ouest,5,,36 Avenue Gamal,NaN,NaN,0.0165,200,5000,ACTIVE,2024-04-09,2024-04-09T03:27:22.559Z,2024-07-21T01:00:57.179Z
142,MRC991219,5812,undefined El Mouna Nouakchott-Nord,RST,,Sambou,Baldé,Sambou Baldé,M,PEUL,+22241741315,undefinedelmoun@nafadpay.mr,1,Nouakchott-Nord,2,,198 Avenue Gamal,NaN,NaN,0.0277,300,5000,ACTIVE,2023-11-28,2023-11-28T13:38:19.783Z,2024-06-05T07:45:59.621Z
143,MRC672816,4121,undefined de Nouakchott Trarza,TRN,,El Mokhtar,Sène,El Mokhtar Sène,M,WOLOF,+22222608941,undefineddenoua@nafadpay.mr,5,Trarza,11,,113 Avenue de la Paix,NaN,NaN,0.0058,200,3000,ACTIVE,2023-06-25,2023-06-25T10:13:04.322Z,2023-12-02T09:23:54.171Z
144,MRC436635,5651,undefined du Marché Brakna,HAB,,Adama,Ndour,Adama Ndour,M,SONINKE,+22232479767,undefineddumarc@nafadpay.mr,6,Brakna,17,,133 Avenue Gamal,NaN,NaN,0.005,2000,30000,ACTIVE,2023-03-30,2023-03-30T05:29:53.509Z,2024-07-12T19:37:36.236Z
145,MRC006097,5912,undefined Capital Guidimaka,SAN,,Dialika,Bathily,Dialika Bathily,F,SONINKE,+22232390497,undefinedcapita@nafadpay.mr,8,Guidimaka,29,,20 Avenue de la Paix,NaN,NaN,0.0143,500,50000,ACTIVE,2021-09-30,2021-09-30T12:15:17.712Z,2023-01-27T21:34:10.199Z
146,MRC914600,7011,undefined de la Paix Nouakchott-Sud,HTL,,Fatima,Mint Nagi,Fatima Mint Nagi,F,MAURE,+22235568823,undefineddelapa@nafadpay.mr,3,Nouakchott-Sud,7,,2 Avenue Nasser,NaN,NaN,0.0078,20000,200000,ACTIVE,2022-05-29,2022-05-29T03:07:12.401Z,2023-04-20T15:20:13.939Z
147,MRC444948,4121,undefined Express Gorgol,TRN,,Saleck,Ould Brahim,Saleck Ould Brahim,M,MAURE,+22225856338,undefinedexpres@nafadpay.mr,7,Gorgol,22,,23 Avenue Gamal,NaN,NaN,0.0129,200,3000,INACTIVE,2024-03-23,2024-03-23T16:11:40.618Z,2024-03-27T20:55:04.970Z
148,MRC298412,5541,undefined Plus Dakhlet Nouadhibou,CRB,,Zeinab,Mint Abdallah,Zeinab Mint Abdallah,F,MAURE,+22224586062,undefinedplusda@nafadpay.mr,4,Dakhlet Nouadhibou,10,,149 Avenue de la Paix,NaN,NaN,0.0236,1000,20000,ACTIVE,2023-05-25,2023-05-25T12:07:55.715Z,2024-09-13T07:04:29.551Z
149,MRC998994,5812,undefined El Baraka Nouakchott-Ouest,RST,,Mahfoudh,Ould El Mokhtar,Mahfoudh Ould El Mokhtar,M,MAURE,+22224699450,undefinedelbara@nafadpay.mr,2,Nouakchott-Ouest,4,,64 Avenue Principale,NaN,NaN,0.0061,300,5000,ACTIVE,2024-12-20,2024-12-20T02:58:54.469Z,2024-12-29T14:24:41.328Z
150,MRC866371,4812,undefined Ksar Nouakchott-Nord,TEL,,Hamadi,Barry,Hamadi Barry,M,PEUL,+22237741315,undefinedksarno@nafadpay.mr,1,Nouakchott-Nord,3,,125 Avenue Principale,NaN,NaN,0.02,500,10000,ACTIVE,2024-12-19,2024-12-19T06:42:07.229Z,2024-12-25T17:33:54.891Z
151,MRC274987,4812,undefined Al Amane Nouakchott-Sud,TEL,,Adama,Thiam,Adama Thiam,M,WOLOF,+22232835182,undefinedalaman@nafadpay.mr,3,Nouakchott-Sud,7,,105 Avenue Principale,NaN,NaN,0.0063,500,10000,ACTIVE,2022-12-14,2022-12-14T09:57:17.403Z,2024-05-31T14:00:37.523Z
152,MRC803772,5651,undefined Plus Assaba,HAB,,Vall,Ould Bouha,Vall Ould Bouha,M,MAURE,+22222559862,undefinedplusas@nafadpay.mr,9,Assaba,30,,184 Avenue Gamal,NaN,NaN,0.015,2000,30000,ACTIVE,2021-09-30,2021-09-30T07:34:35.671Z,2024-03-24T15:22:42.619Z
153,MRC284922,5812,undefined Teyarett Nouakchott-Nord,RST,,El Mokhtar,Ould Khalil,El Mokhtar Ould Khalil,M,MAURE,+22222262156,undefinedteyare@nafadpay.mr,1,Nouakchott-Nord,3,,86 Avenue Gamal,NaN,NaN,0.0054,300,5000,INACTIVE,2024-01-22,2024-01-22T10:39:57.488Z,2024-06-03T11:14:47.443Z
